"Group.1","V1","V2","V3","V4","V5"
0,18.1244351429449,18.1244351448881,17.1963910611014,17.0231106315014,17.1913251587362
1,48.6644302902667,24.4099670933067,55.2904905821333,58.1134285870667,41.6102836946667
