"Group.1","V1","V2","V3","V4","V5"
"2023.5.1",41.1642905578667,21.0534287301867,57.809358356,56.9601011824,57.8322874730667
"2023.5.10",10.6933717008,10.6933717134133,10.2875874864,10.0666109370667,10.2531162506667
"2023.5.11",11.5118807824,11.5118807801067,13.0589403133333,13.2907659530667,12.7056485674667
"2023.5.12",13.2156258661333,13.21562585712,12.8282435208,12.737416948,12.7835633717333
"2023.5.13",25.8873456130667,25.88734560776,23.0379798997333,23.8126185616,24.2036613816
"2023.5.14",36.2960286152,36.2960286524533,34.2031537568,35.6655918938667,36.2391981826667
"2023.5.15",13.3975556810667,13.3975556628533,12.2712293424,11.9766472322667,12.1029593504
"2023.5.16",25.1368488632,25.1368488626133,22.7309000586667,22.134479612,22.6130300696
"2023.5.17",18.4608572037333,18.4608571922933,17.1949935512,16.1381087688,16.6316798253333
"2023.5.18",27.3188159128,27.3188159077333,24.2907584112,23.6070767322667,23.8715515381333
"2023.5.19",24.4151582288,24.4151582528,21.0326275693333,20.637853852,21.0988167757333
"2023.5.2",14.040394996,14.0403950197333,12.94314526,12.7547188989333,12.9013447968
"2023.5.20",17.4404123,17.4404123185867,13.7293324106667,14.0886169976,14.7776985890667
"2023.5.21",18.4455956754667,18.4455956857333,15.0354674762667,15.6957538437333,16.7604595208
"2023.5.22",11.030201356,11.0302013540267,11.5485266010667,11.8337308829333,11.5060915826667
"2023.5.23",13.6255262525333,13.62552624336,12.4116814146667,12.2507261258667,12.4027001434667
"2023.5.24",14.2213810634667,14.22138107344,13.4558651901333,13.2588911797333,13.3787037557333
"2023.5.25",24.5524224869333,24.55242249264,23.521185736,22.7971965866667,22.9450669850667
"2023.5.3",12.2965787837333,12.2965787705333,11.1531218834667,10.5479558653333,10.9358455842667
"2023.5.4",27.070253288,27.0702532915733,25.2560974048,24.5733667373333,25.3152907202667
"2023.5.5",56.1645700226667,27.7665054564267,52.7716228082667,59.2667559917333,25.3882799162667
"2023.5.6",14.0904480896,14.0904481,17.7492602338667,17.1713005552,16.4353607557333
"2023.5.7",16.6243455706667,16.6243455587467,19.0161863146667,18.4706635538667,18.0557666538667
"2023.5.8",16.4508919656,16.45089194672,18.2750689357333,17.5574003186667,16.9911661544
"2023.5.9",10.6400679925333,10.6400679881867,10.4856416341333,10.4640524877333,10.4917580954667
