"holiday_yn","pick_rgn2_nm","rider_cnt","datetime","hour_reg","reg_date","day_of_reg","rain_group","rider_cnt_w_1","rider_cnt_w_2","rider_cnt_w_3","rider_cnt_w_4","order_cnt_w_1","group_s"
"N","중구",2,2023-01-26 09:00:00,9,2023-01-26,"목요일","no",1,4,4,4,1,"A"
"N","중구",4,2023-01-26 10:00:00,10,2023-01-26,"목요일","no",5,5,6,6,6,"A"
"N","중구",22,2023-01-26 11:00:00,11,2023-01-26,"목요일","no",31,26,23,23,43,"A"
"N","중구",22,2023-01-26 12:00:00,12,2023-01-26,"목요일","no",19,24,26,26,32,"A"
"N","중구",11,2023-01-26 13:00:00,13,2023-01-26,"목요일","no",15,14,17,17,19,"A"
"N","중구",9,2023-01-26 14:00:00,14,2023-01-26,"목요일","no",10,12,10,10,14,"A"
"N","중구",13,2023-01-26 15:00:00,15,2023-01-26,"목요일","no",10,14,12,12,13,"A"
"N","중구",13,2023-01-26 16:00:00,16,2023-01-26,"목요일","no",14,8,16,16,20,"A"
"N","중구",21,2023-01-26 17:00:00,17,2023-01-26,"목요일","no",15,16,20,20,23,"A"
"N","중구",24,2023-01-26 18:00:00,18,2023-01-26,"목요일","no",24,36,35,35,35,"A"
"N","중구",20,2023-01-26 19:00:00,19,2023-01-26,"목요일","no",22,23,26,26,41,"A"
"N","중구",16,2023-01-26 20:00:00,20,2023-01-26,"목요일","no",17,20,19,19,24,"A"
"N","중구",14,2023-01-26 21:00:00,21,2023-01-26,"목요일","no",15,12,11,11,18,"A"
"N","중구",10,2023-01-26 22:00:00,22,2023-01-26,"목요일","no",14,8,8,8,19,"A"
"N","중구",5,2023-01-26 23:00:00,23,2023-01-26,"목요일","no",7,8,6,6,10,"A"
"N","중구",3,2023-01-27 09:00:00,9,2023-01-27,"금요일","no",1,3,3,3,2,"A"
"N","중구",9,2023-01-27 10:00:00,10,2023-01-27,"금요일","no",4,10,10,10,4,"A"
"N","중구",21,2023-01-27 11:00:00,11,2023-01-27,"금요일","no",29,16,16,16,50,"A"
"N","중구",23,2023-01-27 12:00:00,12,2023-01-27,"금요일","no",24,26,26,26,34,"A"
"N","중구",12,2023-01-27 13:00:00,13,2023-01-27,"금요일","no",16,11,11,11,20,"A"
"N","중구",9,2023-01-27 14:00:00,14,2023-01-27,"금요일","no",10,13,13,13,14,"A"
"N","중구",13,2023-01-27 15:00:00,15,2023-01-27,"금요일","no",12,10,10,10,13,"A"
"N","중구",7,2023-01-27 16:00:00,16,2023-01-27,"금요일","no",18,11,11,11,22,"A"
"N","중구",25,2023-01-27 17:00:00,17,2023-01-27,"금요일","no",26,22,22,22,38,"A"
"N","중구",26,2023-01-27 18:00:00,18,2023-01-27,"금요일","no",38,36,36,36,59,"A"
"N","중구",32,2023-01-27 19:00:00,19,2023-01-27,"금요일","no",27,26,26,26,36,"A"
"N","중구",19,2023-01-27 20:00:00,20,2023-01-27,"금요일","no",28,21,21,21,38,"A"
"N","중구",14,2023-01-27 21:00:00,21,2023-01-27,"금요일","no",16,21,21,21,21,"A"
"N","중구",14,2023-01-27 22:00:00,22,2023-01-27,"금요일","no",13,14,14,14,19,"A"
"N","중구",5,2023-01-27 23:00:00,23,2023-01-27,"금요일","no",9,8,8,8,14,"A"
"Y","중구",2,2023-01-28 09:00:00,9,2023-01-28,"토요일","no",5,6,4,4,6,"E"
"Y","중구",10,2023-01-28 10:00:00,10,2023-01-28,"토요일","no",12,8,7,7,16,"E"
"Y","중구",17,2023-01-28 11:00:00,11,2023-01-28,"토요일","no",20,16,23,23,27,"E"
"Y","중구",20,2023-01-28 12:00:00,12,2023-01-28,"토요일","no",25,32,33,33,32,"E"
"Y","중구",16,2023-01-28 13:00:00,13,2023-01-28,"토요일","no",27,14,19,19,37,"E"
"Y","중구",21,2023-01-28 14:00:00,14,2023-01-28,"토요일","no",18,19,17,17,25,"E"
"Y","중구",13,2023-01-28 15:00:00,15,2023-01-28,"토요일","no",12,16,18,18,17,"E"
"Y","중구",15,2023-01-28 16:00:00,16,2023-01-28,"토요일","no",19,19,16,16,26,"E"
"Y","중구",21,2023-01-28 17:00:00,17,2023-01-28,"토요일","no",20,27,35,35,24,"E"
"Y","중구",17,2023-01-28 18:00:00,18,2023-01-28,"토요일","no",29,26,37,37,41,"E"
"Y","중구",21,2023-01-28 19:00:00,19,2023-01-28,"토요일","no",29,29,32,32,38,"E"
"Y","중구",15,2023-01-28 20:00:00,20,2023-01-28,"토요일","no",26,22,24,24,30,"E"
"Y","중구",13,2023-01-28 21:00:00,21,2023-01-28,"토요일","no",20,17,19,19,23,"E"
"Y","중구",16,2023-01-28 22:00:00,22,2023-01-28,"토요일","no",12,13,13,13,17,"E"
"Y","중구",9,2023-01-28 23:00:00,23,2023-01-28,"토요일","no",9,10,13,13,9,"E"
"Y","중구",2,2023-01-29 09:00:00,9,2023-01-29,"일요일","no",2,5,5,5,2,"E"
"Y","중구",6,2023-01-29 10:00:00,10,2023-01-29,"일요일","no",3,6,3,3,4,"E"
"Y","중구",16,2023-01-29 11:00:00,11,2023-01-29,"일요일","no",18.5,26,17,17,12,"E"
"Y","중구",27,2023-01-29 12:00:00,12,2023-01-29,"일요일","no",17,36,20,20,20,"E"
"Y","중구",19,2023-01-29 13:00:00,13,2023-01-29,"일요일","no",17,29,20,20,22,"E"
"Y","중구",12,2023-01-29 14:00:00,14,2023-01-29,"일요일","no",10,21,17,17,14,"E"
"Y","중구",13,2023-01-29 15:00:00,15,2023-01-29,"일요일","no",9,17,12,12,11,"E"
"Y","중구",17,2023-01-29 16:00:00,16,2023-01-29,"일요일","no",18,23,19,19,28,"E"
"Y","중구",28,2023-01-29 17:00:00,17,2023-01-29,"일요일","no",19,24,28,28,20,"E"
"Y","중구",27,2023-01-29 18:00:00,18,2023-01-29,"일요일","no",23,34,27,27,30,"E"
"Y","중구",26,2023-01-29 19:00:00,19,2023-01-29,"일요일","no",19,28,25,25,24,"E"
"Y","중구",16,2023-01-29 20:00:00,20,2023-01-29,"일요일","no",10,22,22,22,13,"E"
"Y","중구",15,2023-01-29 21:00:00,21,2023-01-29,"일요일","no",19,12,16,16,24,"E"
"Y","중구",8,2023-01-29 22:00:00,22,2023-01-29,"일요일","no",15,8,12,12,18,"E"
"Y","중구",7,2023-01-29 23:00:00,23,2023-01-29,"일요일","no",9,5,5,5,11,"E"
"N","중구",2,2023-01-30 09:00:00,9,2023-01-30,"월요일","no",3,4,3,3,3,"A"
"N","중구",3,2023-01-30 10:00:00,10,2023-01-30,"월요일","no",9,4,10,5,14,"A"
"N","중구",21,2023-01-30 11:00:00,11,2023-01-30,"월요일","no",16,18,24,21,19,"A"
"N","중구",17,2023-01-30 12:00:00,12,2023-01-30,"월요일","no",18,19,21,19,30,"A"
"N","중구",13,2023-01-30 13:00:00,13,2023-01-30,"월요일","no",21,9,16,16,30,"A"
"N","중구",4,2023-01-30 14:00:00,14,2023-01-30,"월요일","no",15,14,12,13,24,"A"
"N","중구",12,2023-01-30 15:00:00,15,2023-01-30,"월요일","no",13,9,10,12,19,"A"
"N","중구",11,2023-01-30 16:00:00,16,2023-01-30,"월요일","no",13,11,11,12,16,"A"
"N","중구",19,2023-01-30 17:00:00,17,2023-01-30,"월요일","no",26,19,20,16,31,"A"
"N","중구",19,2023-01-30 18:00:00,18,2023-01-30,"월요일","no",34,27,27,24,54,"A"
"N","중구",21,2023-01-30 19:00:00,19,2023-01-30,"월요일","no",27,28,27,25,32,"A"
"N","중구",11,2023-01-30 20:00:00,20,2023-01-30,"월요일","no",26,18,19,17,36,"A"
"N","중구",7,2023-01-30 21:00:00,21,2023-01-30,"월요일","no",10,10,16,12,13,"A"
"N","중구",8,2023-01-30 22:00:00,22,2023-01-30,"월요일","no",14,15,8,12,16,"A"
"N","중구",5,2023-01-30 23:00:00,23,2023-01-30,"월요일","no",4,7,5,8,6,"A"
"N","중구",2,2023-01-31 09:00:00,9,2023-01-31,"화요일","no",2,2,1,4,7,"A"
"N","중구",2,2023-01-31 10:00:00,10,2023-01-31,"화요일","no",7,6,2,7,7,"A"
"N","중구",23,2023-01-31 11:00:00,11,2023-01-31,"화요일","no",14,18,20,24,20,"A"
"N","중구",19,2023-01-31 12:00:00,12,2023-01-31,"화요일","no",23,23,18,26,33,"A"
"N","중구",14,2023-01-31 13:00:00,13,2023-01-31,"화요일","no",14,10,10,16,19,"A"
"N","중구",9,2023-01-31 14:00:00,14,2023-01-31,"화요일","no",9,8,11,11,29,"A"
"N","중구",10,2023-01-31 15:00:00,15,2023-01-31,"화요일","no",9,9,9,7,26,"A"
"N","중구",4,2023-01-31 16:00:00,16,2023-01-31,"화요일","no",10,13,14,14,26,"A"
"N","중구",13,2023-01-31 17:00:00,17,2023-01-31,"화요일","no",21,14,13,27,29,"A"
"N","중구",30,2023-01-31 18:00:00,18,2023-01-31,"화요일","no",27,17,28,29,39,"A"
"N","중구",19,2023-01-31 19:00:00,19,2023-01-31,"화요일","no",29,22,27,27,44,"A"
"N","중구",14,2023-01-31 20:00:00,20,2023-01-31,"화요일","no",23,23,24,18,29,"A"
"N","중구",8,2023-01-31 21:00:00,21,2023-01-31,"화요일","no",16,12,16,15,22,"A"
"N","중구",4,2023-01-31 22:00:00,22,2023-01-31,"화요일","no",9,4,11,14,13,"A"
"N","중구",8,2023-01-31 23:00:00,23,2023-01-31,"화요일","no",7,5,7,4,11,"A"
"N","중구",2,2023-02-01 09:00:00,9,2023-02-01,"수요일","no",2,2,1,3,2,"A"
"N","중구",5,2023-02-01 10:00:00,10,2023-02-01,"수요일","no",4,4,9,8,5,"A"
"N","중구",22,2023-02-01 11:00:00,11,2023-02-01,"수요일","no",23,22,27,24,38,"A"
"N","중구",20,2023-02-01 12:00:00,12,2023-02-01,"수요일","no",25,25,23,21,32,"A"
"N","중구",19,2023-02-01 13:00:00,13,2023-02-01,"수요일","no",19,17,18,20,29,"A"
"N","중구",14,2023-02-01 14:00:00,14,2023-02-01,"수요일","no",12,12,15,18,15,"A"
"N","중구",15,2023-02-01 15:00:00,15,2023-02-01,"수요일","no",8,7,9,10,10,"A"
"N","중구",14,2023-02-01 16:00:00,16,2023-02-01,"수요일","no",13,12,9,12,16,"A"
"N","중구",17,2023-02-01 17:00:00,17,2023-02-01,"수요일","no",20,19,17,15,25,"A"
"N","중구",33,2023-02-01 18:00:00,18,2023-02-01,"수요일","no",22,28,31,31,34,"A"
"N","중구",28,2023-02-01 19:00:00,19,2023-02-01,"수요일","no",19,32,22,23,27,"A"
"N","중구",16,2023-02-01 20:00:00,20,2023-02-01,"수요일","no",16,16,15,18,26,"A"
"N","중구",14,2023-02-01 21:00:00,21,2023-02-01,"수요일","no",12,16,13,16,21,"A"
"N","중구",5,2023-02-01 22:00:00,22,2023-02-01,"수요일","no",7,7,10,9,9,"A"
"N","중구",8,2023-02-01 23:00:00,23,2023-02-01,"수요일","no",4,4,4,3,5,"A"
"N","중구",3,2023-02-02 09:00:00,9,2023-02-02,"목요일","no",2,1,4,4,3,"A"
"N","중구",10,2023-02-02 10:00:00,10,2023-02-02,"목요일","no",4,5,5,6,4,"A"
"N","중구",27,2023-02-02 11:00:00,11,2023-02-02,"목요일","no",22,31,26,23,33,"A"
"N","중구",23,2023-02-02 12:00:00,12,2023-02-02,"목요일","no",22,19,24,26,30,"A"
"N","중구",10,2023-02-02 13:00:00,13,2023-02-02,"목요일","no",11,15,14,17,15,"A"
"N","중구",10,2023-02-02 14:00:00,14,2023-02-02,"목요일","no",9,10,12,10,12,"A"
"N","중구",14,2023-02-02 15:00:00,15,2023-02-02,"목요일","no",13,10,14,12,17,"A"
"N","중구",15,2023-02-02 16:00:00,16,2023-02-02,"목요일","no",13,14,8,16,17,"A"
"N","중구",19,2023-02-02 17:00:00,17,2023-02-02,"목요일","no",21,15,16,20,28,"A"
"N","중구",24,2023-02-02 18:00:00,18,2023-02-02,"목요일","no",24,24,36,35,33,"A"
"N","중구",22,2023-02-02 19:00:00,19,2023-02-02,"목요일","no",20,22,23,26,26,"A"
"N","중구",21,2023-02-02 20:00:00,20,2023-02-02,"목요일","no",16,17,20,19,21,"A"
"N","중구",11,2023-02-02 21:00:00,21,2023-02-02,"목요일","no",14,15,12,11,15,"A"
"N","중구",6,2023-02-02 22:00:00,22,2023-02-02,"목요일","no",10,14,8,8,20,"A"
"N","중구",7,2023-02-02 23:00:00,23,2023-02-02,"목요일","no",5,7,8,6,7,"A"
"N","중구",2,2023-02-03 09:00:00,9,2023-02-03,"금요일","no",3,1,3,3,3,"A"
"N","중구",4,2023-02-03 10:00:00,10,2023-02-03,"금요일","no",9,4,10,10,10,"A"
"N","중구",25,2023-02-03 11:00:00,11,2023-02-03,"금요일","no",21,29,16,16,31,"A"
"N","중구",23,2023-02-03 12:00:00,12,2023-02-03,"금요일","no",23,24,26,26,35,"A"
"N","중구",9,2023-02-03 13:00:00,13,2023-02-03,"금요일","no",12,16,11,11,22,"A"
"N","중구",10,2023-02-03 14:00:00,14,2023-02-03,"금요일","no",9,10,13,13,16,"A"
"N","중구",7,2023-02-03 15:00:00,15,2023-02-03,"금요일","no",13,12,10,10,14,"A"
"N","중구",9,2023-02-03 16:00:00,16,2023-02-03,"금요일","no",7,18,11,11,8,"A"
"N","중구",19,2023-02-03 17:00:00,17,2023-02-03,"금요일","no",25,26,22,22,31,"A"
"N","중구",28,2023-02-03 18:00:00,18,2023-02-03,"금요일","no",26,38,36,36,37,"A"
"N","중구",30,2023-02-03 19:00:00,19,2023-02-03,"금요일","no",32,27,26,26,41,"A"
"N","중구",22,2023-02-03 20:00:00,20,2023-02-03,"금요일","no",19,28,21,21,20,"A"
"N","중구",15,2023-02-03 21:00:00,21,2023-02-03,"금요일","no",14,16,21,21,17,"A"
"N","중구",10,2023-02-03 22:00:00,22,2023-02-03,"금요일","no",14,13,14,14,20,"A"
"N","중구",7,2023-02-03 23:00:00,23,2023-02-03,"금요일","no",5,9,8,8,6,"A"
"Y","중구",9,2023-02-04 10:00:00,10,2023-02-04,"토요일","no",10,12,8,7,13,"E"
"Y","중구",20,2023-02-04 11:00:00,11,2023-02-04,"토요일","no",17,20,16,23,22,"E"
"Y","중구",26,2023-02-04 12:00:00,12,2023-02-04,"토요일","no",20,25,32,33,31,"E"
"Y","중구",16,2023-02-04 13:00:00,13,2023-02-04,"토요일","no",16,27,14,19,18,"E"
"Y","중구",11,2023-02-04 14:00:00,14,2023-02-04,"토요일","no",21,18,19,17,30,"E"
"Y","중구",14,2023-02-04 15:00:00,15,2023-02-04,"토요일","no",13,12,16,18,20,"E"
"Y","중구",13,2023-02-04 16:00:00,16,2023-02-04,"토요일","no",15,19,19,16,17,"E"
"Y","중구",27,2023-02-04 17:00:00,17,2023-02-04,"토요일","no",21,20,27,35,28,"E"
"Y","중구",34,2023-02-04 18:00:00,18,2023-02-04,"토요일","no",17,29,26,37,30,"E"
"Y","중구",28,2023-02-04 19:00:00,19,2023-02-04,"토요일","no",21,29,29,32,34,"E"
"Y","중구",20,2023-02-04 20:00:00,20,2023-02-04,"토요일","no",15,26,22,24,20,"E"
"Y","중구",21,2023-02-04 21:00:00,21,2023-02-04,"토요일","no",13,20,17,19,19,"E"
"Y","중구",13,2023-02-04 22:00:00,22,2023-02-04,"토요일","no",16,12,13,13,18,"E"
"Y","중구",12,2023-02-04 23:00:00,23,2023-02-04,"토요일","no",9,9,10,13,13,"E"
"Y","중구",3,2023-02-05 09:00:00,9,2023-02-05,"일요일","no",2,2,5,5,2,"E"
"Y","중구",6,2023-02-05 10:00:00,10,2023-02-05,"일요일","no",6,3,6,3,8,"E"
"Y","중구",17,2023-02-05 11:00:00,11,2023-02-05,"일요일","no",16,18.5,26,17,21,"E"
"Y","중구",26,2023-02-05 12:00:00,12,2023-02-05,"일요일","no",27,17,36,20,30,"E"
"Y","중구",13,2023-02-05 13:00:00,13,2023-02-05,"일요일","no",19,17,29,20,24,"E"
"Y","중구",18,2023-02-05 14:00:00,14,2023-02-05,"일요일","no",12,10,21,17,16,"E"
"Y","중구",15,2023-02-05 15:00:00,15,2023-02-05,"일요일","no",13,9,17,12,20,"E"
"Y","중구",9,2023-02-05 16:00:00,16,2023-02-05,"일요일","no",17,18,23,19,22,"E"
"Y","중구",20,2023-02-05 17:00:00,17,2023-02-05,"일요일","no",28,19,24,28,34,"E"
"Y","중구",27,2023-02-05 18:00:00,18,2023-02-05,"일요일","no",27,23,34,27,40,"E"
"Y","중구",19,2023-02-05 19:00:00,19,2023-02-05,"일요일","no",26,19,28,25,32,"E"
"Y","중구",21,2023-02-05 20:00:00,20,2023-02-05,"일요일","no",16,10,22,22,23,"E"
"Y","중구",15,2023-02-05 21:00:00,21,2023-02-05,"일요일","no",15,19,12,16,21,"E"
"Y","중구",7,2023-02-05 22:00:00,22,2023-02-05,"일요일","no",8,15,8,12,10,"E"
"Y","중구",5,2023-02-05 23:00:00,23,2023-02-05,"일요일","no",7,9,5,5,7,"E"
"N","중구",4,2023-02-06 10:00:00,10,2023-02-06,"월요일","no",3,9,4,10,3,"A"
"N","중구",22,2023-02-06 11:00:00,11,2023-02-06,"월요일","no",21,16,18,24,28,"A"
"N","중구",16,2023-02-06 12:00:00,12,2023-02-06,"월요일","no",17,18,19,21,21,"A"
"N","중구",8,2023-02-06 13:00:00,13,2023-02-06,"월요일","no",13,21,9,16,19,"A"
"N","중구",3,2023-02-06 14:00:00,14,2023-02-06,"월요일","no",4,15,14,12,9,"A"
"N","중구",8,2023-02-06 15:00:00,15,2023-02-06,"월요일","no",12,13,9,10,15,"A"
"N","중구",8,2023-02-06 16:00:00,16,2023-02-06,"월요일","no",11,13,11,11,13,"A"
"N","중구",18,2023-02-06 17:00:00,17,2023-02-06,"월요일","no",19,26,19,20,24,"A"
"N","중구",25,2023-02-06 18:00:00,18,2023-02-06,"월요일","no",19,34,27,27,27,"A"
"N","중구",31,2023-02-06 19:00:00,19,2023-02-06,"월요일","no",21,27,28,27,30,"A"
"N","중구",13,2023-02-06 20:00:00,20,2023-02-06,"월요일","no",11,26,18,19,15,"A"
"N","중구",10,2023-02-06 21:00:00,21,2023-02-06,"월요일","no",7,10,10,16,11,"A"
"N","중구",8,2023-02-06 22:00:00,22,2023-02-06,"월요일","no",8,14,15,8,9,"A"
"N","중구",6,2023-02-06 23:00:00,23,2023-02-06,"월요일","no",5,4,7,5,5,"A"
"N","중구",3,2023-02-07 09:00:00,9,2023-02-07,"화요일","no",2,2,2,1,2,"A"
"N","중구",3,2023-02-07 10:00:00,10,2023-02-07,"화요일","no",2,7,6,2,2,"A"
"N","중구",20,2023-02-07 11:00:00,11,2023-02-07,"화요일","no",23,14,18,20,34,"A"
"N","중구",23,2023-02-07 12:00:00,12,2023-02-07,"화요일","no",19,23,23,18,24,"A"
"N","중구",14,2023-02-07 13:00:00,13,2023-02-07,"화요일","no",14,14,10,10,19,"A"
"N","중구",13,2023-02-07 14:00:00,14,2023-02-07,"화요일","no",9,9,8,11,14,"A"
"N","중구",13,2023-02-07 15:00:00,15,2023-02-07,"화요일","no",10,9,9,9,11,"A"
"N","중구",10,2023-02-07 16:00:00,16,2023-02-07,"화요일","no",4,10,13,14,4,"A"
"N","중구",18,2023-02-07 17:00:00,17,2023-02-07,"화요일","no",13,21,14,13,19,"A"
"N","중구",23,2023-02-07 18:00:00,18,2023-02-07,"화요일","no",30,27,17,28,41,"A"
"N","중구",24,2023-02-07 19:00:00,19,2023-02-07,"화요일","no",19,29,22,27,31,"A"
"N","중구",13,2023-02-07 20:00:00,20,2023-02-07,"화요일","no",14,23,23,24,16,"A"
"N","중구",6,2023-02-07 21:00:00,21,2023-02-07,"화요일","no",8,16,12,16,14,"A"
"N","중구",9,2023-02-07 22:00:00,22,2023-02-07,"화요일","no",4,9,4,11,4,"A"
"N","중구",6,2023-02-07 23:00:00,23,2023-02-07,"화요일","no",8,7,5,7,8,"A"
"N","중구",1,2023-02-08 09:00:00,9,2023-02-08,"수요일","no",2,2,2,1,3,"A"
"N","중구",9,2023-02-08 10:00:00,10,2023-02-08,"수요일","no",5,4,4,9,5,"A"
"N","중구",26,2023-02-08 11:00:00,11,2023-02-08,"수요일","no",22,23,22,27,34,"A"
"N","중구",22,2023-02-08 12:00:00,12,2023-02-08,"수요일","no",20,25,25,23,26,"A"
"N","중구",16,2023-02-08 13:00:00,13,2023-02-08,"수요일","no",19,19,17,18,24,"A"
"N","중구",14,2023-02-08 14:00:00,14,2023-02-08,"수요일","no",14,12,12,15,21,"A"
"N","중구",12,2023-02-08 15:00:00,15,2023-02-08,"수요일","no",15,8,7,9,19,"A"
"N","중구",14,2023-02-08 16:00:00,16,2023-02-08,"수요일","no",14,13,12,9,21,"A"
"N","중구",18,2023-02-08 17:00:00,17,2023-02-08,"수요일","no",17,20,19,17,22,"A"
"N","중구",38,2023-02-08 18:00:00,18,2023-02-08,"수요일","no",33,22,28,31,48,"A"
"N","중구",32,2023-02-08 19:00:00,19,2023-02-08,"수요일","no",28,19,32,22,38,"A"
"N","중구",17,2023-02-08 20:00:00,20,2023-02-08,"수요일","no",16,16,16,15,17,"A"
"N","중구",16,2023-02-08 21:00:00,21,2023-02-08,"수요일","no",14,12,16,13,19,"A"
"N","중구",7,2023-02-08 22:00:00,22,2023-02-08,"수요일","no",5,7,7,10,5,"A"
"N","중구",8,2023-02-08 23:00:00,23,2023-02-08,"수요일","no",8,4,4,4,9,"A"
"N","중구",2,2023-02-09 09:00:00,9,2023-02-09,"목요일","no",3,2,1,4,4,"A"
"N","중구",7,2023-02-09 10:00:00,10,2023-02-09,"목요일","no",10,4,5,5,11,"A"
"N","중구",25,2023-02-09 11:00:00,11,2023-02-09,"목요일","no",27,22,31,26,44,"A"
"N","중구",25,2023-02-09 12:00:00,12,2023-02-09,"목요일","no",23,22,19,24,31,"A"
"N","중구",10,2023-02-09 13:00:00,13,2023-02-09,"목요일","no",10,11,15,14,13,"A"
"N","중구",12,2023-02-09 14:00:00,14,2023-02-09,"목요일","no",10,9,10,12,12,"A"
"N","중구",7,2023-02-09 15:00:00,15,2023-02-09,"목요일","no",14,13,10,14,19,"A"
"N","중구",10,2023-02-09 16:00:00,16,2023-02-09,"목요일","no",15,13,14,8,22,"A"
"N","중구",24,2023-02-09 17:00:00,17,2023-02-09,"목요일","no",19,21,15,16,25,"A"
"N","중구",38,2023-02-09 18:00:00,18,2023-02-09,"목요일","no",24,24,24,36,30,"A"
"N","중구",21,2023-02-09 19:00:00,19,2023-02-09,"목요일","no",22,20,22,23,29,"A"
"N","중구",21,2023-02-09 20:00:00,20,2023-02-09,"목요일","no",21,16,17,20,24,"A"
"N","중구",14,2023-02-09 21:00:00,21,2023-02-09,"목요일","no",11,14,15,12,14,"A"
"N","중구",15,2023-02-09 22:00:00,22,2023-02-09,"목요일","no",6,10,14,8,10,"A"
"N","중구",5,2023-02-09 23:00:00,23,2023-02-09,"목요일","no",7,5,7,8,10,"A"
"N","중구",4,2023-02-10 09:00:00,9,2023-02-10,"금요일","weak",5,5,5,5,7,"B"
"N","중구",7,2023-02-10 10:00:00,10,2023-02-10,"금요일","no",4,4,4,4,5,"B"
"N","중구",19,2023-02-10 11:00:00,11,2023-02-10,"금요일","no",22,22,22,22,40,"B"
"N","중구",25,2023-02-10 12:00:00,12,2023-02-10,"금요일","no",21,21,21,21,31,"B"
"N","중구",13,2023-02-10 13:00:00,13,2023-02-10,"금요일","no",15,15,15,15,17,"B"
"N","중구",9,2023-02-10 14:00:00,14,2023-02-10,"금요일","no",14,14,14,14,16,"B"
"N","중구",9,2023-02-10 15:00:00,15,2023-02-10,"금요일","no",6,6,6,6,6,"B"
"N","중구",13,2023-02-10 16:00:00,16,2023-02-10,"금요일","no",8,8,8,8,12,"B"
"N","중구",13,2023-02-10 17:00:00,17,2023-02-10,"금요일","no",13,13,13,13,25,"B"
"N","중구",26,2023-02-10 18:00:00,18,2023-02-10,"금요일","no",37,37,37,37,53,"B"
"N","중구",23,2023-02-10 19:00:00,19,2023-02-10,"금요일","no",18,18,18,18,25,"B"
"N","중구",19,2023-02-10 20:00:00,20,2023-02-10,"금요일","no",28,28,28,28,35,"B"
"N","중구",20,2023-02-10 21:00:00,21,2023-02-10,"금요일","no",16,16,16,16,26,"B"
"N","중구",10,2023-02-10 22:00:00,22,2023-02-10,"금요일","no",15,15,15,15,20,"B"
"N","중구",11,2023-02-10 23:00:00,23,2023-02-10,"금요일","no",7,7,7,7,9,"B"
"Y","중구",4,2023-02-11 09:00:00,9,2023-02-11,"토요일","no",2,5,6,4,2,"E"
"Y","중구",10,2023-02-11 10:00:00,10,2023-02-11,"토요일","no",9,10,12,8,13,"E"
"Y","중구",20,2023-02-11 11:00:00,11,2023-02-11,"토요일","no",20,17,20,16,27,"E"
"Y","중구",29,2023-02-11 12:00:00,12,2023-02-11,"토요일","no",26,20,25,32,38,"E"
"Y","중구",26,2023-02-11 13:00:00,13,2023-02-11,"토요일","no",16,16,27,14,19,"E"
"Y","중구",13,2023-02-11 14:00:00,14,2023-02-11,"토요일","no",11,21,18,19,16,"E"
"Y","중구",17,2023-02-11 15:00:00,15,2023-02-11,"토요일","no",14,13,12,16,18,"E"
"Y","중구",18,2023-02-11 16:00:00,16,2023-02-11,"토요일","no",13,15,19,19,18,"E"
"Y","중구",26,2023-02-11 17:00:00,17,2023-02-11,"토요일","no",27,21,20,27,36,"E"
"Y","중구",30,2023-02-11 18:00:00,18,2023-02-11,"토요일","no",34,17,29,26,45,"E"
"Y","중구",23,2023-02-11 19:00:00,19,2023-02-11,"토요일","no",28,21,29,29,41,"E"
"Y","중구",21,2023-02-11 20:00:00,20,2023-02-11,"토요일","no",20,15,26,22,25,"E"
"Y","중구",19,2023-02-11 21:00:00,21,2023-02-11,"토요일","no",21,13,20,17,25,"E"
"Y","중구",15,2023-02-11 22:00:00,22,2023-02-11,"토요일","no",13,16,12,13,16,"E"
"Y","중구",7,2023-02-11 23:00:00,23,2023-02-11,"토요일","no",12,9,9,10,16,"E"
"Y","중구",3,2023-02-12 09:00:00,9,2023-02-12,"일요일","no",3,2,2,5,3,"E"
"Y","중구",7,2023-02-12 10:00:00,10,2023-02-12,"일요일","no",6,6,3,6,14,"E"
"Y","중구",22,2023-02-12 11:00:00,11,2023-02-12,"일요일","no",17,16,18.5,26,25,"E"
"Y","중구",18,2023-02-12 12:00:00,12,2023-02-12,"일요일","no",26,27,17,36,40,"E"
"Y","중구",21,2023-02-12 13:00:00,13,2023-02-12,"일요일","no",13,19,17,29,17,"E"
"Y","중구",20,2023-02-12 14:00:00,14,2023-02-12,"일요일","no",18,12,10,21,23,"E"
"Y","중구",13,2023-02-12 15:00:00,15,2023-02-12,"일요일","no",15,13,9,17,22,"E"
