"date","hour_reg","pick_rgn2_nm","order_cnt","day_of_reg","order_cnt_ratio","order_cnt_predict"
2023-05-23,12,"송파구",13342.8940191338,"화요일",0.08,1067
2023-05-23,12,"강북구",3503.64006009899,"화요일",0.08,280
2023-05-23,12,"광진구",5564.19556535335,"화요일",0.07,389
2023-05-23,12,"노원구",5506.05595010732,"화요일",0.08,440
2023-05-23,12,"도봉구",2919.41399347735,"화요일",0.07,204
2023-05-23,12,"동대문구",6425.52488834491,"화요일",0.08,514
2023-05-23,12,"성동구",6487.09273878134,"화요일",0.09,584
2023-05-23,12,"성북구",7418.39755849813,"화요일",0.08,593
2023-05-23,12,"중랑구",4065.93706048482,"화요일",0.07,285
2023-05-23,12,"강서구",9574.22659574931,"화요일",0.07,670
2023-05-23,12,"관악구",14141.115349459,"화요일",0.07,990
2023-05-23,12,"구로구",5405.16184218262,"화요일",0.07,378
2023-05-23,12,"금천구",4504.75792580688,"화요일",0.07,315
2023-05-23,12,"동작구",7896.97435400947,"화요일",0.07,553
2023-05-23,12,"양천구",6161.66758132557,"화요일",0.08,493
2023-05-23,12,"영등포구",9608.2972470066,"화요일",0.07,673
2023-05-23,12,"마포구",10455.7217444847,"화요일",0.09,941
2023-05-23,12,"서대문구",6728.29567137384,"화요일",0.08,538
2023-05-23,12,"용산구",5377.36521138784,"화요일",0.08,430
2023-05-23,12,"은평구",5056.72658381479,"화요일",0.07,354
2023-05-23,12,"종로구",4389.71260522852,"화요일",0.1,439
2023-05-23,12,"중구",4549.70117950771,"화요일",0.09,409
2023-05-24,12,"강남구",23616.969441517,"수요일",0.1,2362
2023-05-24,12,"서초구",11614.1089293149,"수요일",0.08,929
2023-05-24,12,"강동구",6143.66937578558,"수요일",0.07,430
2023-05-24,12,"송파구",15098.9011269648,"수요일",0.08,1208
2023-05-24,12,"강북구",3977.37596268749,"수요일",0.07,278
2023-05-24,12,"광진구",6380.76686957945,"수요일",0.07,447
2023-05-24,12,"노원구",6238.63064160384,"수요일",0.07,437
2023-05-24,12,"도봉구",3393.63329773205,"수요일",0.06,204
2023-05-24,12,"동대문구",7298.27365888018,"수요일",0.08,584
2023-05-24,12,"성동구",7260.90000613204,"수요일",0.09,653
2023-05-24,12,"성북구",8320.82706251104,"수요일",0.08,666
2023-05-24,12,"중랑구",4452.0856977451,"수요일",0.07,312
2023-05-24,12,"강서구",10651.8978284911,"수요일",0.07,746
2023-05-24,12,"관악구",15623.0669183129,"수요일",0.07,1094
2023-05-24,12,"구로구",6253.76294414202,"수요일",0.06,375
2023-05-24,12,"금천구",5145.91922823644,"수요일",0.07,360
2023-05-24,12,"동작구",8608.9579059339,"수요일",0.07,603
2023-05-24,12,"양천구",6950.03928280998,"수요일",0.07,487
2023-05-24,12,"영등포구",10945.5735686853,"수요일",0.07,766
2023-05-24,12,"마포구",11773.072060899,"수요일",0.08,942
2023-05-24,12,"서대문구",7602.57859712621,"수요일",0.07,532
2023-05-24,12,"용산구",5963.39808299674,"수요일",0.08,477
2023-05-24,12,"은평구",5884.10040665323,"수요일",0.07,412
2023-05-24,12,"종로구",4936.3524401233,"수요일",0.09,444
2023-05-24,12,"중구",5004.80369423527,"수요일",0.09,450
2023-05-25,12,"강남구",21828.9452983937,"목요일",0.09,1965
2023-05-25,12,"서초구",10730.2056869836,"목요일",0.09,966
2023-05-25,12,"강동구",5992.36199441231,"목요일",0.07,419
2023-05-25,12,"송파구",14632.2396396019,"목요일",0.07,1024
2023-05-25,12,"강북구",3864.13891259108,"목요일",0.07,270
2023-05-25,12,"광진구",5981.219301315,"목요일",0.07,419
2023-05-25,12,"노원구",6058.99904852254,"목요일",0.08,485
2023-05-25,12,"도봉구",3296.46061118971,"목요일",0.07,231
2023-05-25,12,"동대문구",6950.5546796355,"목요일",0.08,556
2023-05-25,12,"성동구",6876.51197807492,"목요일",0.09,619
2023-05-25,12,"성북구",8018.73349766135,"목요일",0.08,641
2023-05-25,12,"중랑구",4484.54369598165,"목요일",0.06,269
2023-05-25,12,"강서구",10418.9980266465,"목요일",0.07,729
2023-05-25,12,"관악구",14591.477773246,"목요일",0.06,875
2023-05-25,12,"구로구",6050.55720247264,"목요일",0.07,424
2023-05-25,12,"금천구",4789.14469988386,"목요일",0.07,335
2023-05-25,12,"동작구",8357.50669335445,"목요일",0.07,585
2023-05-25,12,"양천구",6857.60280625255,"목요일",0.07,480
2023-05-25,12,"영등포구",10350.6300973876,"목요일",0.07,725
2023-05-25,12,"마포구",11142.4796164644,"목요일",0.08,891
2023-05-25,12,"서대문구",7159.99499025315,"목요일",0.07,501
2023-05-25,12,"용산구",5671.60669671682,"목요일",0.08,454
2023-05-25,12,"은평구",5854.28197401947,"목요일",0.06,351
2023-05-25,12,"종로구",4667.34552074759,"목요일",0.09,420
2023-05-25,12,"중구",4752.29956778497,"목요일",0.09,428
2023-05-26,12,"강남구",21756.4446036599,"금요일",0.09,1958
2023-05-26,12,"서초구",11340.3297392417,"금요일",0.1,1134
2023-05-26,12,"강동구",7318.45790565001,"금요일",0.08,585
2023-05-26,12,"송파구",17243.464350772,"금요일",0.09,1552
2023-05-26,12,"강북구",4698.41178327394,"금요일",0.08,376
2023-05-26,12,"광진구",7107.0275591654,"금요일",0.08,569
2023-05-26,12,"노원구",7652.97476757937,"금요일",0.09,689
2023-05-26,12,"도봉구",4150.41927680842,"금요일",0.08,332
2023-05-26,12,"동대문구",8245.14217883049,"금요일",0.08,660
2023-05-26,12,"성동구",7639.92527909217,"금요일",0.09,688
2023-05-26,12,"성북구",9596.44344096487,"금요일",0.09,864
2023-05-26,12,"중랑구",5635.25981956019,"금요일",0.07,394
2023-05-26,12,"강서구",12972.0539646432,"금요일",0.08,1038
2023-05-26,12,"관악구",17169.3045584994,"금요일",0.08,1374
2023-05-26,12,"구로구",7463.53765611712,"금요일",0.08,597
2023-05-26,12,"금천구",5828.0406122197,"금요일",0.08,466
2023-05-26,12,"동작구",9984.66287442487,"금요일",0.08,799
2023-05-26,12,"양천구",8220.07441705328,"금요일",0.09,740
2023-05-26,12,"영등포구",11923.3466144349,"금요일",0.08,954
2023-05-26,12,"마포구",12951.7603948816,"금요일",0.09,1166
2023-05-26,12,"서대문구",8349.51469135719,"금요일",0.08,668
2023-05-26,12,"용산구",6545.88706379018,"금요일",0.08,524
2023-05-26,12,"은평구",7238.4369553003,"금요일",0.08,579
2023-05-26,12,"종로구",4962.93894459753,"금요일",0.1,496
2023-05-26,12,"중구",4905.5520345417,"금요일",0.09,441
2023-05-27,12,"강남구",26740.7499031543,"토요일",0.1,2674
2023-05-27,12,"서초구",14200.5990500085,"토요일",0.11,1562
2023-05-27,12,"강동구",9852.21480336873,"토요일",0.09,887
2023-05-27,12,"송파구",22828.174042812,"토요일",0.09,2055
2023-05-27,12,"강북구",6433.19621911267,"토요일",0.08,515
2023-05-27,12,"광진구",9614.48308022469,"토요일",0.08,769
2023-05-27,12,"노원구",10189.2584220426,"토요일",0.08,815
2023-05-27,12,"도봉구",5765.64990848633,"토요일",0.08,461
2023-05-27,12,"동대문구",11163.3854945089,"토요일",0.09,1005
2023-05-27,12,"성동구",9817.00135586567,"토요일",0.09,884
2023-05-27,12,"성북구",12655.7294416858,"토요일",0.09,1139
2023-05-27,12,"중랑구",7951.1189069726,"토요일",0.08,636
2023-05-27,12,"강서구",17285.1926565223,"토요일",0.08,1383
2023-05-27,12,"관악구",23488.6645218645,"토요일",0.08,1879
2023-05-27,12,"구로구",10017.1308178921,"토요일",0.08,801
2023-05-27,12,"금천구",7690.19766195424,"토요일",0.09,692
2023-05-27,12,"동작구",13482.3438028685,"토요일",0.08,1079
2023-05-27,12,"양천구",11220.0849564989,"토요일",0.09,1010
2023-05-27,12,"영등포구",15410.0594855632,"토요일",0.08,1233
2023-05-27,12,"마포구",16818.5935785289,"토요일",0.09,1514
2023-05-27,12,"서대문구",11063.7544213062,"토요일",0.09,996
2023-05-27,12,"용산구",8527.15274048275,"토요일",0.09,767
2023-05-27,12,"은평구",9752.64055912745,"토요일",0.08,780
2023-05-27,12,"종로구",6162.93204485256,"토요일",0.09,555
2023-05-27,12,"중구",5853.76512339643,"토요일",0.09,527
2023-05-28,12,"강남구",24635.4317653067,"일요일",0.09,2217
2023-05-28,12,"서초구",13811.3020973462,"일요일",0.09,1243
2023-05-28,12,"강동구",9414.57982326978,"일요일",0.09,847
2023-05-28,12,"송파구",22011.8801341735,"일요일",0.09,1981
2023-05-28,12,"강북구",6282.16943519968,"일요일",0.08,503
2023-05-28,12,"광진구",9711.180535742,"일요일",0.09,874
2023-05-28,12,"노원구",9633.04272042526,"일요일",0.09,867
2023-05-28,12,"도봉구",5490.74129059662,"일요일",0.09,494
2023-05-28,12,"동대문구",10776.7623196008,"일요일",0.1,1078
2023-05-28,12,"성동구",9496.9689215041,"일요일",0.1,950
2023-05-28,12,"성북구",12338.5632209077,"일요일",0.09,1110
2023-05-28,12,"중랑구",7671.9288298711,"일요일",0.08,614
2023-05-28,12,"강서구",16919.3168604396,"일요일",0.09,1523
2023-05-28,12,"관악구",23734.6848794234,"일요일",0.08,1899
2023-05-28,12,"구로구",9460.92317258381,"일요일",0.09,851
2023-05-28,12,"금천구",7706.92341899849,"일요일",0.09,694
2023-05-28,12,"동작구",13294.812727213,"일요일",0.09,1197
2023-05-28,12,"양천구",10421.0325776549,"일요일",0.1,1042
2023-05-28,12,"영등포구",15480.1490400127,"일요일",0.09,1393
2023-05-28,12,"마포구",16207.2254997571,"일요일",0.09,1459
2023-05-28,12,"서대문구",10624.3852351034,"일요일",0.08,850
2023-05-28,12,"용산구",8242.53739266524,"일요일",0.09,742
2023-05-28,12,"은평구",9483.47418218432,"일요일",0.08,759
2023-05-28,12,"종로구",5832.16281608924,"일요일",0.09,525
2023-05-28,12,"중구",5394.71208704255,"일요일",0.09,486
2023-05-29,12,"강남구",28990.5508923966,"월요일",0.1,2899
2023-05-29,12,"서초구",14815.0854913901,"월요일",0.1,1482
2023-05-29,12,"강동구",8830.34008404208,"월요일",0.09,795
2023-05-29,12,"송파구",21567.9828139283,"월요일",0.09,1941
2023-05-29,12,"강북구",5726.32901913933,"월요일",0.08,458
2023-05-29,12,"광진구",9034.82289429252,"월요일",0.08,723
2023-05-29,12,"노원구",8758.43059155631,"월요일",0.09,788
2023-05-29,12,"도봉구",4863.65989133084,"월요일",0.08,389
2023-05-29,12,"동대문구",9887.68800244103,"월요일",0.08,791
2023-05-29,12,"성동구",9743.0572794403,"월요일",0.1,974
2023-05-29,12,"성북구",11675.5353680449,"월요일",0.09,1051
2023-05-29,12,"중랑구",6669.58968093805,"월요일",0.08,534
2023-05-29,12,"강서구",15433.3661879698,"월요일",0.08,1235
2023-05-29,12,"관악구",23251.1471994117,"월요일",0.08,1860
2023-05-29,12,"구로구",8813.59785470142,"월요일",0.08,705
2023-05-29,12,"금천구",7405.98018881109,"월요일",0.09,667
2023-05-29,12,"동작구",12526.3710053865,"월요일",0.08,1002
2023-05-29,12,"양천구",9584.32930594837,"월요일",0.09,863
2023-05-29,12,"영등포구",15301.13526092,"월요일",0.08,1224
2023-05-29,12,"마포구",16002.8507520045,"월요일",0.09,1440
2023-05-29,12,"서대문구",10386.7849626795,"월요일",0.08,831
2023-05-29,12,"용산구",8036.32002904587,"월요일",0.09,723
2023-05-29,12,"은평구",8503.57665527438,"월요일",0.08,680
2023-05-29,12,"종로구",6351.21544249794,"월요일",0.1,635
2023-05-29,12,"중구",6291.39605823882,"월요일",0.1,629
2023-05-30,12,"강남구",21183.5521303358,"화요일",0.1,2118
2023-05-30,12,"서초구",10019.2921281683,"화요일",0.09,902
2023-05-30,12,"강동구",5327.34635050643,"화요일",0.07,373
2023-05-30,12,"송파구",13310.0711625709,"화요일",0.08,1065
2023-05-30,12,"강북구",3503.52984372022,"화요일",0.08,280
2023-05-30,12,"광진구",5576.49484588102,"화요일",0.07,390
2023-05-30,12,"노원구",5496.33338800873,"화요일",0.08,440
2023-05-30,12,"도봉구",2918.64956026584,"화요일",0.07,204
2023-05-30,12,"동대문구",6417.72875667582,"화요일",0.08,513
2023-05-30,12,"성동구",6476.69252255427,"화요일",0.09,583
2023-05-30,12,"성북구",7410.58359059764,"화요일",0.08,593
2023-05-30,12,"중랑구",4062.98326670809,"화요일",0.07,284
2023-05-30,12,"강서구",9534.2107110371,"화요일",0.07,667
2023-05-30,12,"관악구",14097.7951131477,"화요일",0.07,987
2023-05-30,12,"구로구",5391.84241040379,"화요일",0.07,377
2023-05-30,12,"금천구",4498.82260860836,"화요일",0.07,315
2023-05-30,12,"동작구",7862.85780070237,"화요일",0.07,550
2023-05-30,12,"양천구",6137.31196346751,"화요일",0.08,491
2023-05-30,12,"영등포구",9608.37528568601,"화요일",0.07,673
2023-05-30,12,"마포구",10453.5293904869,"화요일",0.09,941
2023-05-30,12,"서대문구",6726.7483801633,"화요일",0.08,538
2023-05-30,12,"용산구",5376.67054297394,"화요일",0.08,430
2023-05-30,12,"은평구",5062.67653779596,"화요일",0.07,354
2023-05-30,12,"종로구",4385.87197368763,"화요일",0.1,439
2023-05-30,12,"중구",4540.52438266861,"화요일",0.09,409
2023-05-31,12,"강남구",23688.2238041983,"수요일",0.1,2369
2023-05-31,12,"서초구",11652.3953807991,"수요일",0.08,932
2023-05-31,12,"강동구",6149.13579640315,"수요일",0.07,430
2023-05-31,12,"송파구",15110.5083434729,"수요일",0.08,1209
2023-05-31,12,"강북구",3990.49649359984,"수요일",0.07,279
2023-05-31,12,"광진구",6421.00897135282,"수요일",0.07,449
2023-05-31,12,"노원구",6253.47105807803,"수요일",0.07,438
2023-05-31,12,"도봉구",3404.85896470194,"수요일",0.06,204
2023-05-31,12,"동대문구",7319.7538529809,"수요일",0.08,586
2023-05-31,12,"성동구",7279.44597561246,"수요일",0.09,655
2023-05-31,12,"성북구",8344.08138149101,"수요일",0.08,668
2023-05-31,12,"중랑구",4467.5474353901,"수요일",0.07,313
2023-05-31,12,"강서구",10653.5296742547,"수요일",0.07,746
2023-05-31,12,"관악구",15634.7962407681,"수요일",0.07,1094
2023-05-31,12,"구로구",6252.67504499471,"수요일",0.06,375
2023-05-31,12,"금천구",5159.10674916375,"수요일",0.07,361
2023-05-31,12,"동작구",8606.90467129079,"수요일",0.07,602
2023-05-31,12,"양천구",6950.30218173497,"수요일",0.07,487
2023-05-31,12,"영등포구",10977.3744352821,"수요일",0.07,768
2023-05-31,12,"마포구",11814.1229748076,"수요일",0.08,945
2023-05-31,12,"서대문구",7632.95274313808,"수요일",0.07,534
2023-05-31,12,"용산구",5984.78939099197,"수요일",0.08,479
2023-05-31,12,"은평구",5904.04139559083,"수요일",0.07,413
2023-05-31,12,"종로구",4943.94537051937,"수요일",0.09,445
2023-05-31,12,"중구",5016.57817379071,"수요일",0.09,451
2023-05-15,13,"강남구",20872.5105706321,"월요일",0.07,1461
2023-05-15,13,"서초구",10582.1421559666,"월요일",0.07,741
2023-05-15,13,"강동구",6255.75092547285,"월요일",0.06,375
2023-05-15,13,"송파구",15359.7394163208,"월요일",0.07,1075
2023-05-15,13,"강북구",4049.86075888834,"월요일",0.07,283
2023-05-15,13,"광진구",6371.82048064595,"월요일",0.06,382
2023-05-15,13,"노원구",6191.90074793214,"월요일",0.06,372
2023-05-15,13,"도봉구",3442.01082482987,"월요일",0.06,207
2023-05-15,13,"동대문구",7024.31396513945,"월요일",0.07,492
2023-05-15,13,"성동구",6937.20809317881,"월요일",0.07,486
2023-05-15,13,"성북구",8295.75870029974,"월요일",0.07,581
2023-05-15,13,"중랑구",4707.57984080416,"월요일",0.06,282
2023-05-15,13,"강서구",10874.2107380676,"월요일",0.06,652
2023-05-15,13,"관악구",16552.0876276622,"월요일",0.06,993
2023-05-15,13,"구로구",6213.05866706665,"월요일",0.06,373
2023-05-15,13,"금천구",5227.06712137827,"월요일",0.05,261
2023-05-15,13,"동작구",8906.92967153402,"월요일",0.07,623
2023-05-15,13,"양천구",6778.17759620055,"월요일",0.07,474
2023-05-15,13,"영등포구",10837.537185382,"월요일",0.06,650
2023-05-15,13,"마포구",11383.5567392,"월요일",0.06,683
2023-05-15,13,"서대문구",7378.25408468582,"월요일",0.07,516
2023-05-15,13,"용산구",5708.78815017784,"월요일",0.07,400
2023-05-15,13,"은평구",6000.77704041226,"월요일",0.06,360
2023-05-15,13,"종로구",4556.17018129014,"월요일",0.06,273
2023-05-15,13,"중구",4527.39273858571,"월요일",0.06,272
2023-05-16,13,"강남구",21173.2100775298,"화요일",0.06,1270
2023-05-16,13,"서초구",10007.744133742,"화요일",0.06,600
2023-05-16,13,"강동구",5353.83809974251,"화요일",0.05,268
2023-05-16,13,"송파구",13362.3135812445,"화요일",0.06,802
2023-05-16,13,"강북구",3495.02480448851,"화요일",0.06,210
2023-05-16,13,"광진구",5531.30596501719,"화요일",0.05,277
2023-05-16,13,"노원구",5500.84809036671,"화요일",0.05,275
2023-05-16,13,"도봉구",2920.10863952255,"화요일",0.06,175
2023-05-16,13,"동대문구",6418.11885711179,"화요일",0.05,321
2023-05-16,13,"성동구",6479.75037066557,"화요일",0.06,389
2023-05-16,13,"성북구",7403.37012384043,"화요일",0.05,370
2023-05-16,13,"중랑구",4062.28646768737,"화요일",0.06,244
2023-05-16,13,"강서구",9510.68128895753,"화요일",0.05,476
2023-05-16,13,"관악구",14190.368264702,"화요일",0.05,710
2023-05-16,13,"구로구",5393.73622715806,"화요일",0.05,270
2023-05-16,13,"금천구",4515.74095101765,"화요일",0.05,226
2023-05-16,13,"동작구",7887.17846033084,"화요일",0.06,473
2023-05-16,13,"양천구",6135.82835883502,"화요일",0.06,368
2023-05-16,13,"영등포구",9613.22822522487,"화요일",0.05,481
2023-05-16,13,"마포구",10437.6425888227,"화요일",0.06,626
2023-05-16,13,"서대문구",6711.77444488033,"화요일",0.05,336
2023-05-16,13,"용산구",5370.29098759352,"화요일",0.05,269
2023-05-16,13,"은평구",5036.45024171703,"화요일",0.04,201
2023-05-16,13,"종로구",4393.85819327587,"화요일",0.06,264
2023-05-16,13,"중구",4555.60601336365,"화요일",0.06,273
2023-05-17,13,"강남구",23666.1133141364,"수요일",0.06,1420
2023-05-17,13,"서초구",11621.6049179968,"수요일",0.06,697
2023-05-17,13,"강동구",6182.01764690099,"수요일",0.05,309
2023-05-17,13,"송파구",15105.6223988846,"수요일",0.06,906
2023-05-17,13,"강북구",3982.79855641423,"수요일",0.05,199
2023-05-17,13,"광진구",6369.83923711716,"수요일",0.05,318
2023-05-17,13,"노원구",6243.98317538972,"수요일",0.05,312
2023-05-17,13,"도봉구",3396.75235034713,"수요일",0.05,170
2023-05-17,13,"동대문구",7290.1459533525,"수요일",0.05,365
2023-05-17,13,"성동구",7269.05460568634,"수요일",0.06,436
2023-05-17,13,"성북구",8343.48405482551,"수요일",0.06,501
2023-05-17,13,"중랑구",4461.09280815972,"수요일",0.04,178
2023-05-17,13,"강서구",10626.2364116328,"수요일",0.05,531
2023-05-17,13,"관악구",15696.9086333379,"수요일",0.05,785
2023-05-17,13,"구로구",6253.05331570294,"수요일",0.05,313
2023-05-17,13,"금천구",5154.38176292861,"수요일",0.05,258
2023-05-17,13,"동작구",8602.03616596537,"수요일",0.05,430
2023-05-17,13,"양천구",6945.21981693058,"수요일",0.06,417
2023-05-17,13,"영등포구",10990.4406258588,"수요일",0.05,550
2023-05-17,13,"마포구",11783.4027672865,"수요일",0.06,707
2023-05-17,13,"서대문구",7618.21846413364,"수요일",0.05,381
2023-05-17,13,"용산구",5969.6397564042,"수요일",0.06,358
2023-05-17,13,"은평구",5872.15516757694,"수요일",0.05,294
2023-05-17,13,"종로구",4942.84072573746,"수요일",0.06,297
2023-05-17,13,"중구",5013.36269160359,"수요일",0.06,301
2023-05-18,13,"강남구",22053.133099393,"목요일",0.06,1323
2023-05-18,13,"서초구",10825.6782909803,"목요일",0.06,650
2023-05-18,13,"강동구",6051.8982986578,"목요일",0.05,303
2023-05-18,13,"송파구",14735.9333948801,"목요일",0.05,737
2023-05-18,13,"강북구",3881.34170118145,"목요일",0.05,194
2023-05-18,13,"광진구",6008.22556356822,"목요일",0.05,300
2023-05-18,13,"노원구",6096.10470220961,"목요일",0.05,305
2023-05-18,13,"도봉구",3309.19030894692,"목요일",0.05,165
2023-05-18,13,"동대문구",6985.00516298082,"목요일",0.05,349
2023-05-18,13,"성동구",6938.76203949313,"목요일",0.05,347
2023-05-18,13,"성북구",8079.18184993534,"목요일",0.05,404
2023-05-18,13,"중랑구",4497.13615014863,"목요일",0.05,225
2023-05-18,13,"강서구",10450.3877699668,"목요일",0.05,523
2023-05-18,13,"관악구",14764.4396264431,"목요일",0.05,738
2023-05-18,13,"구로구",6086.76366090245,"목요일",0.05,304
2023-05-18,13,"금천구",4836.74406101433,"목요일",0.05,242
2023-05-18,13,"동작구",8407.76009771448,"목요일",0.05,420
2023-05-18,13,"양천구",6886.30416766103,"목요일",0.06,413
2023-05-18,13,"영등포구",10450.3116644144,"목요일",0.05,523
2023-05-18,13,"마포구",11229.3857710739,"목요일",0.06,674
2023-05-18,13,"서대문구",7221.16397681937,"목요일",0.05,361
2023-05-18,13,"용산구",5720.30483361344,"목요일",0.05,286
2023-05-18,13,"은평구",5855.75926872411,"목요일",0.04,234
2023-05-18,13,"종로구",4711.0684401022,"목요일",0.06,283
2023-05-18,13,"중구",4807.83586522013,"목요일",0.06,288
2023-05-19,13,"강남구",22008.4469893756,"금요일",0.07,1541
2023-05-19,13,"서초구",11461.2466096326,"금요일",0.07,802
2023-05-19,13,"강동구",7351.94806852716,"금요일",0.06,441
2023-05-19,13,"송파구",17287.4726285004,"금요일",0.07,1210
2023-05-19,13,"강북구",4672.94088582069,"금요일",0.06,280
2023-05-19,13,"광진구",7089.42887739854,"금요일",0.07,496
2023-05-19,13,"노원구",7621.28471567184,"금요일",0.07,533
2023-05-19,13,"도봉구",4125.78950793678,"금요일",0.06,248
2023-05-19,13,"동대문구",8225.97212318707,"금요일",0.07,576
2023-05-19,13,"성동구",7681.10321265827,"금요일",0.07,538
2023-05-19,13,"성북구",9592.80085542817,"금요일",0.07,671
2023-05-19,13,"중랑구",5608.79262236742,"금요일",0.06,337
2023-05-19,13,"강서구",12895.0636172415,"금요일",0.07,903
2023-05-19,13,"관악구",17213.4208493546,"금요일",0.06,1033
2023-05-19,13,"구로구",7476.55234636667,"금요일",0.06,449
2023-05-19,13,"금천구",5848.82010673704,"금요일",0.07,409
2023-05-19,13,"동작구",9980.89948656794,"금요일",0.07,699
2023-05-19,13,"양천구",8208.15822418817,"금요일",0.06,492
2023-05-19,13,"영등포구",12019.5025128738,"금요일",0.06,721
2023-05-19,13,"마포구",12975.492092492,"금요일",0.07,908
2023-05-19,13,"서대문구",8363.8154351962,"금요일",0.06,502
2023-05-19,13,"용산구",6575.96290641534,"금요일",0.07,460
2023-05-19,13,"은평구",7195.57660215971,"금요일",0.06,432
2023-05-19,13,"종로구",4997.20259229953,"금요일",0.07,350
2023-05-19,13,"중구",4958.71365265082,"금요일",0.07,347
2023-05-20,13,"강남구",26741.4206826121,"토요일",0.08,2139
2023-05-20,13,"서초구",14234.6644388777,"토요일",0.08,1139
2023-05-20,13,"강동구",9888.72349261349,"토요일",0.07,692
2023-05-20,13,"송파구",22829.1032248514,"토요일",0.07,1598
2023-05-20,13,"강북구",6412.4904953862,"토요일",0.07,449
2023-05-20,13,"광진구",9610.49743698058,"토요일",0.07,673
2023-05-20,13,"노원구",10179.397025646,"토요일",0.08,814
2023-05-20,13,"도봉구",5744.17240303974,"토요일",0.08,460
2023-05-20,13,"동대문구",11130.327032814,"토요일",0.08,890
2023-05-20,13,"성동구",9830.62565522755,"토요일",0.07,688
2023-05-20,13,"성북구",12644.8767794003,"토요일",0.07,885
2023-05-20,13,"중랑구",7911.80778347174,"토요일",0.07,554
2023-05-20,13,"강서구",17203.9421239273,"토요일",0.07,1204
2023-05-20,13,"관악구",23548.6766790151,"토요일",0.07,1648
2023-05-20,13,"구로구",10023.1970243494,"토요일",0.07,702
2023-05-20,13,"금천구",7695.01123676683,"토요일",0.07,539
2023-05-20,13,"동작구",13461.6142932648,"토요일",0.07,942
2023-05-20,13,"양천구",11195.51106917,"토요일",0.07,784
2023-05-20,13,"영등포구",15487.0742092429,"토요일",0.07,1084
2023-05-20,13,"마포구",16837.3001246554,"토요일",0.08,1347
2023-05-20,13,"서대문구",11072.902076887,"토요일",0.06,664
2023-05-20,13,"용산구",8530.47596314918,"토요일",0.07,597
2023-05-20,13,"은평구",9714.91235601449,"토요일",0.07,680
2023-05-20,13,"종로구",6151.8064003816,"토요일",0.07,431
2023-05-20,13,"중구",5838.40894808324,"토요일",0.07,409
2023-05-21,13,"강남구",24621.6398754218,"일요일",0.08,1970
2023-05-21,13,"서초구",13810.412168653,"일요일",0.08,1105
2023-05-21,13,"강동구",9432.92659569372,"일요일",0.08,755
2023-05-21,13,"송파구",22034.0595814733,"일요일",0.08,1763
2023-05-21,13,"강북구",6257.03926389609,"일요일",0.07,438
2023-05-21,13,"광진구",9670.52223260444,"일요일",0.08,774
2023-05-21,13,"노원구",9604.88932446151,"일요일",0.08,768
2023-05-21,13,"도봉구",5475.49003627715,"일요일",0.07,383
2023-05-21,13,"동대문구",10737.9994995014,"일요일",0.07,752
2023-05-21,13,"성동구",9498.27837800207,"일요일",0.08,760
2023-05-21,13,"성북구",12314.1378295311,"일요일",0.08,985
2023-05-21,13,"중랑구",7631.72006896059,"일요일",0.07,534
2023-05-21,13,"강서구",16817.1344450574,"일요일",0.08,1345
2023-05-21,13,"관악구",23792.6047426602,"일요일",0.07,1665
2023-05-21,13,"구로구",9478.33235916979,"일요일",0.08,758
2023-05-21,13,"금천구",7712.36394649506,"일요일",0.07,540
2023-05-21,13,"동작구",13296.804529052,"일요일",0.08,1064
2023-05-21,13,"양천구",10386.332631725,"일요일",0.08,831
2023-05-21,13,"영등포구",15579.0264265465,"일요일",0.08,1246
2023-05-21,13,"마포구",16203.5962611503,"일요일",0.07,1134
2023-05-21,13,"서대문구",10618.8544554589,"일요일",0.07,743
2023-05-21,13,"용산구",8246.67838119791,"일요일",0.08,660
2023-05-21,13,"은평구",9448.60800909014,"일요일",0.07,661
2023-05-21,13,"종로구",5834.9594802441,"일요일",0.08,467
2023-05-21,13,"중구",5393.96742673146,"일요일",0.07,378
2023-05-22,13,"강남구",20681.8014439887,"월요일",0.07,1448
2023-05-22,13,"서초구",10550.3482408835,"월요일",0.07,739
2023-05-22,13,"강동구",6293.591606074,"월요일",0.06,378
2023-05-22,13,"송파구",15344.3179199277,"월요일",0.07,1074
2023-05-22,13,"강북구",4065.24116435854,"월요일",0.07,285
2023-05-22,13,"광진구",6413.07702545594,"월요일",0.06,385
2023-05-22,13,"노원구",6223.153003916,"월요일",0.06,373
2023-05-22,13,"도봉구",3458.75743141847,"월요일",0.06,208
2023-05-22,13,"동대문구",7035.65287574187,"월요일",0.07,492
2023-05-22,13,"성동구",6938.65679576387,"월요일",0.07,486
2023-05-22,13,"성북구",8312.75556989127,"월요일",0.07,582
2023-05-22,13,"중랑구",4732.83224984371,"월요일",0.06,284
2023-05-22,13,"강서구",10973.3709392671,"월요일",0.06,658
2023-05-22,13,"관악구",16539.2371440909,"월요일",0.06,992
2023-05-22,13,"구로구",6269.78151127029,"월요일",0.06,376
2023-05-22,13,"금천구",5269.51846058095,"월요일",0.05,263
2023-05-22,13,"동작구",8911.09447167186,"월요일",0.07,624
2023-05-22,13,"양천구",6822.97415420735,"월요일",0.07,478
2023-05-22,13,"영등포구",10893.336308577,"월요일",0.06,654
2023-05-22,13,"마포구",11392.0576144179,"월요일",0.06,684
2023-05-22,13,"서대문구",7390.28659949043,"월요일",0.07,517
2023-05-22,13,"용산구",5713.107714784,"월요일",0.07,400
