"not_rain_all_predict","test_data_all_not.reg_date","test_data_all_not.hour_reg","test_data_all_not.pick_rgn2_nm"
177.092140093227,2023-05-03,"20","중랑구"
137.68048003674,2023-05-03,"21","강동구"
127.958357754066,2023-05-03,"21","강북구"
268.031476365765,2023-05-03,"21","강서구"
401.273681035855,2023-05-03,"21","관악구"
142.297330669398,2023-05-03,"21","광진구"
132.257936229599,2023-05-03,"21","구로구"
112.335667361257,2023-05-03,"21","금천구"
159.543841835709,2023-05-03,"21","노원구"
73.407386921605,2023-05-03,"21","도봉구"
160.311599946974,2023-05-03,"21","동대문구"
147.479707363203,2023-05-03,"21","동작구"
235.194221988948,2023-05-03,"21","마포구"
138.235141302391,2023-05-03,"21","서대문구"
171.036071644265,2023-05-03,"21","서초구"
125.188232330332,2023-05-03,"21","성동구"
181.008544328587,2023-05-03,"21","성북구"
333.266695065747,2023-05-03,"21","송파구"
138.482491510258,2023-05-03,"21","양천구"
222.017098677165,2023-05-03,"21","영등포구"
113.863643125519,2023-05-03,"21","용산구"
152.387929640433,2023-05-03,"21","은평구"
60.4581809593833,2023-05-03,"21","종로구"
75.3137951900307,2023-05-03,"21","중구"
121.270633518431,2023-05-03,"21","중랑구"
97.4341142605411,2023-05-03,"22","강동구"
90.8066272598573,2023-05-03,"22","강북구"
199.499744022909,2023-05-03,"22","강서구"
323.816950712357,2023-05-03,"22","관악구"
112.688138651111,2023-05-03,"22","광진구"
89.7129213080538,2023-05-03,"22","구로구"
79.5758244064366,2023-05-03,"22","금천구"
109.007905137577,2023-05-03,"22","노원구"
49.7993091194871,2023-05-03,"22","도봉구"
117.236906868038,2023-05-03,"22","동대문구"
103.821594042114,2023-05-03,"22","동작구"
183.353235709388,2023-05-03,"22","마포구"
107.277255711086,2023-05-03,"22","서대문구"
121.522051221374,2023-05-03,"22","서초구"
91.7374639036495,2023-05-03,"22","성동구"
130.268122691771,2023-05-03,"22","성북구"
239.091993414875,2023-05-03,"22","송파구"
98.2388582095559,2023-05-03,"22","양천구"
160.325985886436,2023-05-03,"22","영등포구"
82.248601465827,2023-05-03,"22","용산구"
105.499692816064,2023-05-03,"22","은평구"
47.2390517333906,2023-05-03,"22","종로구"
53.4457525596678,2023-05-03,"22","중구"
84.186512126068,2023-05-03,"22","중랑구"
61.3968956475072,2023-05-03,"23","강동구"
53.2292011503128,2023-05-03,"23","강북구"
129.292823767173,2023-05-03,"23","강서구"
255.876828286639,2023-05-03,"23","관악구"
73.1463407827471,2023-05-03,"23","광진구"
52.765515610044,2023-05-03,"23","구로구"
44.3863297800822,2023-05-03,"23","금천구"
59.6823444873252,2023-05-03,"23","노원구"
24.4449468790808,2023-05-03,"23","도봉구"
76.1854844194317,2023-05-03,"23","동대문구"
75.4073856893575,2023-05-03,"23","동작구"
135.146180076359,2023-05-03,"23","마포구"
68.9860323180094,2023-05-03,"23","서대문구"
78.7107206367788,2023-05-03,"23","서초구"
57.860867019485,2023-05-03,"23","성동구"
91.4750428146919,2023-05-03,"23","성북구"
167.677061684472,2023-05-03,"23","송파구"
55.0576947452005,2023-05-03,"23","양천구"
113.708388545347,2023-05-03,"23","영등포구"
56.6932353693065,2023-05-03,"23","용산구"
66.8864267447481,2023-05-03,"23","은평구"
26.8190131303052,2023-05-03,"23","종로구"
32.7429270038187,2023-05-03,"23","중구"
55.8521771738834,2023-05-03,"23","중랑구"
60.158118133797,2023-05-06,"24","강동구"
62.153745278593,2023-05-06,"24","강북구"
117.826405488495,2023-05-06,"24","강서구"
219.050941667714,2023-05-06,"24","관악구"
75.8387020069106,2023-05-06,"24","광진구"
54.5529311864953,2023-05-06,"24","구로구"
57.741755864288,2023-05-06,"24","금천구"
64.3842592231697,2023-05-06,"24","노원구"
42.34634514864,2023-05-06,"24","도봉구"
83.4784607209451,2023-05-06,"24","동대문구"
79.9469843588722,2023-05-06,"24","동작구"
118.691084537231,2023-05-06,"24","마포구"
73.2125502486508,2023-05-06,"24","서대문구"
73.9199267178766,2023-05-06,"24","서초구"
65.5426333362908,2023-05-06,"24","성동구"
84.3297723974303,2023-05-06,"24","성북구"
131.201621235055,2023-05-06,"24","송파구"
55.6154321191279,2023-05-06,"24","양천구"
101.071376605961,2023-05-06,"24","영등포구"
58.0232164452033,2023-05-06,"24","용산구"
70.3789627265494,2023-05-06,"24","은평구"
40.0767212575502,2023-05-06,"24","종로구"
50.4793272837638,2023-05-06,"24","중구"
61.0591487663064,2023-05-06,"24","중랑구"
42.2193161614101,2023-05-06,"25","강동구"
44.5120667584149,2023-05-06,"25","강북구"
77.1678347853291,2023-05-06,"25","강서구"
149.490463605971,2023-05-06,"25","관악구"
53.3884814680229,2023-05-06,"25","광진구"
39.5415583517641,2023-05-06,"25","구로구"
39.7424178905608,2023-05-06,"25","금천구"
46.4835869259293,2023-05-06,"25","노원구"
30.8606957727675,2023-05-06,"25","도봉구"
58.4335089970453,2023-05-06,"25","동대문구"
54.1608179212982,2023-05-06,"25","동작구"
87.2173201276402,2023-05-06,"25","마포구"
54.9096765973523,2023-05-06,"25","서대문구"
63.7025450281774,2023-05-06,"25","서초구"
47.5171981168503,2023-05-06,"25","성동구"
60.5329080307564,2023-05-06,"25","성북구"
94.1547439879265,2023-05-06,"25","송파구"
47.2715983197539,2023-05-06,"25","양천구"
68.5330129353674,2023-05-06,"25","영등포구"
44.3502547470684,2023-05-06,"25","용산구"
51.8701315205856,2023-05-06,"25","은평구"
32.9639443212857,2023-05-06,"25","종로구"
48.2203974171688,2023-05-06,"25","중구"
41.9879834774415,2023-05-06,"25","중랑구"
83.1725807251583,2023-05-06,"9","강동구"
66.0540450806195,2023-05-06,"9","강북구"
147.859636145979,2023-05-06,"9","강서구"
196.3644070882,2023-05-06,"9","관악구"
83.6462341711378,2023-05-06,"9","광진구"
76.1556349721864,2023-05-06,"9","구로구"
68.2290109306292,2023-05-06,"9","금천구"
83.4348102003881,2023-05-06,"9","노원구"
49.4501977883052,2023-05-06,"9","도봉구"
100.910061451728,2023-05-06,"9","동대문구"
79.188221377576,2023-05-06,"9","동작구"
143.580633405629,2023-05-06,"9","마포구"
79.9643681993903,2023-05-06,"9","서대문구"
120.655957222775,2023-05-06,"9","서초구"
78.4986366500875,2023-05-06,"9","성동구"
107.209149395943,2023-05-06,"9","성북구"
196.789560156059,2023-05-06,"9","송파구"
85.0446126269043,2023-05-06,"9","양천구"
144.415899030958,2023-05-06,"9","영등포구"
74.210779468703,2023-05-06,"9","용산구"
83.8956796000876,2023-05-06,"9","은평구"
