"reg_date","hour_reg","day_of_reg","pick_rgn2_nm","is_rain","month","week","day_of_reg2","rider_cnt_w_2","rider_cnt_w_3","rider_cnt_w_4","order_cnt_w_2","order_cnt_w_3","order_cnt_w_4","rider_cnt_w_1","order_cnt_w_1","is_holiday","is_holiday2"
2023-05-16,9,"岿格","碍巢备",0,5,2,"拳夸老",173,185,149,370,367,332,174,341,0,0
2023-05-16,10,"岿格","碍巢备",0,5,2,"拳夸老",426,439,480,859,837,945,440,760,0,0
2023-05-16,11,"岿格","碍巢备",0,5,2,"拳夸老",908,966,955,2371,2881,3126,944,2422,0,0
2023-05-16,12,"岿格","碍巢备",0,5,2,"拳夸老",849,886,909,1866,1961,1941,851,1782,0,0
2023-05-16,13,"岿格","碍巢备",0,5,2,"拳夸老",525,565,530,1088,1160,1125,523,1122,0,0
2023-05-16,14,"岿格","碍巢备",0,5,2,"拳夸老",389,383,371,879,886,812,389,838,0,0
2023-05-16,15,"岿格","碍巢备",0,5,2,"拳夸老",368,374,337,836,873,820,355,747,0,0
2023-05-16,16,"岿格","碍巢备",0,5,2,"拳夸老",460,454,422,1032,1075,1000,446,1013,0,0
2023-05-16,17,"岿格","碍巢备",0,5,2,"拳夸老",644,710,622,1400,1684,1432,669,1415,0,0
2023-05-16,18,"岿格","碍巢备",0,5,2,"拳夸老",910,871,870,2261,2258,2142,872,2072,0,0
2023-05-16,19,"岿格","碍巢备",0,5,2,"拳夸老",891,849,861,2109,1860,2084,860,2041,0,0
2023-05-16,20,"岿格","碍巢备",0,5,2,"拳夸老",677,717,623,1515,1309,1404,649,1461,0,0
2023-05-16,21,"岿格","碍巢备",0,5,2,"拳夸老",456,433,471,1032,1079,1035,438,1004,0,0
2023-05-16,22,"岿格","碍巢备",0,5,2,"拳夸老",346,347,372,802,785,842,359,890,0,0
2023-05-16,23,"岿格","碍巢备",0,5,2,"拳夸老",266,276,302,619,642,647,262,612,0,0
2023-05-16,9,"岿格","碍悼备",0,5,2,"拳夸老",42,43,38,74,60,75,29,53,0,0
2023-05-16,10,"岿格","碍悼备",0,5,2,"拳夸老",82,84,75,133,145,160,72,111,0,0
2023-05-16,11,"岿格","碍悼备",0,5,2,"拳夸老",185,156,163,403,413,457,143,341,0,0
2023-05-16,12,"岿格","碍悼备",0,5,2,"拳夸老",175,161,148,378,397,361,166,338,0,0
2023-05-16,13,"岿格","碍悼备",0,5,2,"拳夸老",142,127,127,275,257,272,113,234,0,0
2023-05-16,14,"岿格","碍悼备",0,5,2,"拳夸老",93,111,106,178,240,213,87,163,0,0
2023-05-16,15,"岿格","碍悼备",0,5,2,"拳夸老",92,103,95,178,206,213,83,180,0,0
2023-05-16,16,"岿格","碍悼备",0,5,2,"拳夸老",105,115,122,239,275,296,114,228,0,0
2023-05-16,17,"岿格","碍悼备",0,5,2,"拳夸老",188,193,197,416,512,450,182,386,0,0
2023-05-16,18,"岿格","碍悼备",0,5,2,"拳夸老",257,281,294,697,847,743,248,651,0,0
2023-05-16,19,"岿格","碍悼备",0,5,2,"拳夸老",263,299,314,654,774,796,281,751,0,0
2023-05-16,20,"岿格","碍悼备",0,5,2,"拳夸老",194,241,232,505,460,541,212,477,0,0
2023-05-16,21,"岿格","碍悼备",0,5,2,"拳夸老",137,147,150,349,380,343,154,328,0,0
2023-05-16,22,"岿格","碍悼备",0,5,2,"拳夸老",106,96,116,270,225,268,113,249,0,0
2023-05-16,23,"岿格","碍悼备",0,5,2,"拳夸老",71,67,82,154,162,174,75,159,0,0
2023-05-16,9,"岿格","碍合备",0,5,2,"拳夸老",22,28,25,41,35,43,22,29,0,0
2023-05-16,10,"岿格","碍合备",0,5,2,"拳夸老",57,57,53,85,77,76,50,67,0,0
2023-05-16,11,"岿格","碍合备",0,5,2,"拳夸老",115,131,118,187,218,224,110,165,0,0
2023-05-16,12,"岿格","碍合备",0,5,2,"拳夸老",130,121,116,235,203,205,128,188,0,0
2023-05-16,13,"岿格","碍合备",0,5,2,"拳夸老",93,97,86,144,156,141,108,161,0,0
2023-05-16,14,"岿格","碍合备",0,5,2,"拳夸老",78,75,61,125,126,103,71,106,0,0
2023-05-16,15,"岿格","碍合备",0,5,2,"拳夸老",79,71,74,127,128,114,68,102,0,0
2023-05-16,16,"岿格","碍合备",0,5,2,"拳夸老",87,99,81,133,157,135,94,138,0,0
2023-05-16,17,"岿格","碍合备",0,5,2,"拳夸老",117,127,125,185,230,200,142,221,0,0
2023-05-16,18,"岿格","碍合备",0,5,2,"拳夸老",186,203,190,326,396,359,196,332,0,0
2023-05-16,19,"岿格","碍合备",0,5,2,"拳夸老",205,206,208,375,384,370,236,425,0,0
2023-05-16,20,"岿格","碍合备",0,5,2,"拳夸老",166,169,179,288,265,271,192,332,0,0
2023-05-16,21,"岿格","碍合备",0,5,2,"拳夸老",124,133,118,223,213,219,147,239,0,0
2023-05-16,22,"岿格","碍合备",0,5,2,"拳夸老",88,85,99,185,179,167,92,168,0,0
2023-05-16,23,"岿格","碍合备",0,5,2,"拳夸老",60,54,60,100,86,94,55,109,0,0
2023-05-16,9,"岿格","碍辑备",0,5,2,"拳夸老",79,74,67,140,114,102,68,111,0,0
2023-05-16,10,"岿格","碍辑备",0,5,2,"拳夸老",148,151,129,263,286,235,131,215,0,0
2023-05-16,11,"岿格","碍辑备",0,5,2,"拳夸老",297,308,280,736,787,661,265,642,0,0
2023-05-16,12,"岿格","碍辑备",0,5,2,"拳夸老",307,300,277,651,701,550,271,588,0,0
2023-05-16,13,"岿格","碍辑备",0,5,2,"拳夸老",247,241,188,465,516,361,208,401,0,0
2023-05-16,14,"岿格","碍辑备",0,5,2,"拳夸老",164,183,149,311,390,292,164,344,0,0
2023-05-16,15,"岿格","碍辑备",0,5,2,"拳夸老",145,164,139,271,325,261,141,270,0,0
2023-05-16,16,"岿格","碍辑备",0,5,2,"拳夸老",210,207,186,353,460,308,198,358,0,0
2023-05-16,17,"岿格","碍辑备",0,5,2,"拳夸老",346,365,337,641,910,618,323,639,0,0
2023-05-16,18,"岿格","碍辑备",0,5,2,"拳夸老",488,523,490,1166,1390,1072,480,1121,0,0
2023-05-16,19,"岿格","碍辑备",0,5,2,"拳夸老",514,539,493,1183,1290,1092,521,1261,0,0
2023-05-16,20,"岿格","碍辑备",0,5,2,"拳夸老",401,442,390,881,883,788,425,924,0,0
2023-05-16,21,"岿格","碍辑备",0,5,2,"拳夸老",302,278,270,619,622,550,277,588,0,0
2023-05-16,22,"岿格","碍辑备",0,5,2,"拳夸老",240,229,186,493,507,373,220,469,0,0
2023-05-16,23,"岿格","碍辑备",0,5,2,"拳夸老",158,143,130,285,282,239,135,280,0,0
2023-05-16,9,"岿格","包厩备",0,5,2,"拳夸老",88,105,93,170,193,175,92,184,0,0
2023-05-16,10,"岿格","包厩备",0,5,2,"拳夸老",159,201,182,335,381,326,153,294,0,0
2023-05-16,11,"岿格","包厩备",0,5,2,"拳夸老",337,383,373,783,966,830,343,744,0,0
2023-05-16,12,"岿格","包厩备",0,5,2,"拳夸老",390,418,389,840,987,807,359,727,0,0
2023-05-16,13,"岿格","包厩备",0,5,2,"拳夸老",263,326,307,560,701,583,252,511,0,0
2023-05-16,14,"岿格","包厩备",0,5,2,"拳夸老",214,273,230,500,610,527,204,432,0,0
2023-05-16,15,"岿格","包厩备",0,5,2,"拳夸老",213,249,246,476,587,505,193,441,0,0
2023-05-16,16,"岿格","包厩备",0,5,2,"拳夸老",268,322,312,556,749,611,258,526,0,0
2023-05-16,17,"岿格","包厩备",0,5,2,"拳夸老",412,498,497,900,1241,981,408,852,0,0
2023-05-16,18,"岿格","包厩备",0,5,2,"拳夸老",610,661,678,1500,1893,1618,572,1347,0,0
2023-05-16,19,"岿格","包厩备",0,5,2,"拳夸老",660,790,709,1705,1991,1699,627,1598,0,0
2023-05-16,20,"岿格","包厩备",0,5,2,"拳夸老",581,666,615,1375,1428,1342,530,1254,0,0
2023-05-16,21,"岿格","包厩备",0,5,2,"拳夸老",424,448,454,960,1086,1029,404,954,0,0
2023-05-16,22,"岿格","包厩备",0,5,2,"拳夸老",327,370,368,804,922,845,345,849,0,0
2023-05-16,23,"岿格","包厩备",0,5,2,"拳夸老",267,265,291,625,606,607,245,608,0,0
2023-05-16,9,"岿格","堡柳备",0,5,2,"拳夸老",33,37,33,57,59,54,36,52,0,0
2023-05-16,10,"岿格","堡柳备",0,5,2,"拳夸老",86,77,76,140,123,124,67,112,0,0
2023-05-16,11,"岿格","堡柳备",0,5,2,"拳夸老",187,183,176,371,399,391,176,388,0,0
2023-05-16,12,"岿格","堡柳备",0,5,2,"拳夸老",201,178,168,401,362,322,187,348,0,0
2023-05-16,13,"岿格","堡柳备",0,5,2,"拳夸老",152,150,125,274,256,248,137,261,0,0
2023-05-16,14,"岿格","堡柳备",0,5,2,"拳夸老",113,111,87,221,222,168,111,216,0,0
2023-05-16,15,"岿格","堡柳备",0,5,2,"拳夸老",101,85,85,197,172,175,85,157,0,0
2023-05-16,16,"岿格","堡柳备",0,5,2,"拳夸老",136,118,117,266,250,221,128,269,0,0
2023-05-16,17,"岿格","堡柳备",0,5,2,"拳夸老",213,199,198,437,473,395,219,429,0,0
2023-05-16,18,"岿格","堡柳备",0,5,2,"拳夸老",317,285,264,708,706,594,309,616,0,0
2023-05-16,19,"岿格","堡柳备",0,5,2,"拳夸老",322,253,284,703,531,636,324,685,0,0
2023-05-16,20,"岿格","堡柳备",0,5,2,"拳夸老",262,212,217,498,412,478,257,562,0,0
2023-05-16,21,"岿格","堡柳备",0,5,2,"拳夸老",185,147,158,385,345,334,177,360,0,0
2023-05-16,22,"岿格","堡柳备",0,5,2,"拳夸老",135,115,122,294,254,259,112,235,0,0
2023-05-16,23,"岿格","堡柳备",0,5,2,"拳夸老",88,71,89,173,151,180,87,179,0,0
2023-05-16,9,"岿格","备肺备",0,5,2,"拳夸老",20,26,30,23,38,35,29,34,0,0
2023-05-16,10,"岿格","备肺备",0,5,2,"拳夸老",86,58,82,115,75,110,51,66,0,0
2023-05-16,11,"岿格","备肺备",0,5,2,"拳夸老",168,163,159,258,283,277,173,270,0,0
2023-05-16,12,"岿格","备肺备",0,5,2,"拳夸老",147,167,143,217,254,208,166,241,0,0
2023-05-16,13,"岿格","备肺备",0,5,2,"拳夸老",122,126,96,181,188,138,96,137,0,0
2023-05-16,14,"岿格","备肺备",0,5,2,"拳夸老",92,97,74,127,141,104,77,115,0,0
2023-05-16,15,"岿格","备肺备",0,5,2,"拳夸老",80,80,78,116,115,118,65,97,0,0
2023-05-16,16,"岿格","备肺备",0,5,2,"拳夸老",104,105,87,151,152,129,98,141,0,0
2023-05-16,17,"岿格","备肺备",0,5,2,"拳夸老",184,209,190,302,374,310,154,235,0,0
2023-05-16,18,"岿格","备肺备",0,5,2,"拳夸老",256,313,275,433,594,481,245,426,0,0
2023-05-16,19,"岿格","备肺备",0,5,2,"拳夸老",285,303,294,489,542,497,290,466,0,0
2023-05-16,20,"岿格","备肺备",0,5,2,"拳夸老",194,205,206,308,324,331,184,296,0,0
2023-05-16,21,"岿格","备肺备",0,5,2,"拳夸老",143,145,165,230,237,232,138,219,0,0
2023-05-16,22,"岿格","备肺备",0,5,2,"拳夸老",102,92,107,173,157,160,108,161,0,0
2023-05-16,23,"岿格","备肺备",0,5,2,"拳夸老",57,69,61,86,99,86,63,78,0,0
2023-05-16,9,"岿格","陛玫备",0,5,2,"拳夸老",28,30,27,35,39,37,17,20,0,0
2023-05-16,10,"岿格","陛玫备",0,5,2,"拳夸老",50,77,70,72,114,115,58,77,0,0
2023-05-16,11,"岿格","陛玫备",0,5,2,"拳夸老",150,163,153,254,317,303,146,244,0,0
2023-05-16,12,"岿格","陛玫备",0,5,2,"拳夸老",129,130,137,211,199,254,127,199,0,0
2023-05-16,13,"岿格","陛玫备",0,5,2,"拳夸老",95,100,92,154,151,158,92,140,0,0
2023-05-16,14,"岿格","陛玫备",0,5,2,"拳夸老",59,78,67,94,117,107,64,103,0,0
2023-05-16,15,"岿格","陛玫备",0,5,2,"拳夸老",57,65,62,89,99,100,60,89,0,0
2023-05-16,16,"岿格","陛玫备",0,5,2,"拳夸老",74,81,79,115,131,139,74,105,0,0
2023-05-16,17,"岿格","陛玫备",0,5,2,"拳夸老",127,140,151,199,268,245,145,231,0,0
2023-05-16,18,"岿格","陛玫备",0,5,2,"拳夸老",207,191,220,388,450,442,211,352,0,0
2023-05-16,19,"岿格","陛玫备",0,5,2,"拳夸老",221,212,237,378,406,440,214,391,0,0
2023-05-16,20,"岿格","陛玫备",0,5,2,"拳夸老",177,190,186,323,317,300,167,288,0,0
2023-05-16,21,"岿格","陛玫备",0,5,2,"拳夸老",135,125,124,262,265,222,119,219,0,0
2023-05-16,22,"岿格","陛玫备",0,5,2,"拳夸老",94,84,95,149,168,153,86,137,0,0
2023-05-16,23,"岿格","陛玫备",0,5,2,"拳夸老",63,57,61,100,93,92,62,98,0,0
2023-05-16,9,"岿格","畴盔备",0,5,2,"拳夸老",36,33,26,58,45,38,29,41,0,0
2023-05-16,10,"岿格","畴盔备",0,5,2,"拳夸老",91,90,73,152,141,126,78,106,0,0
2023-05-16,11,"岿格","畴盔备",0,5,2,"拳夸老",200,217,189,411,411,380,179,325,0,0
2023-05-16,12,"岿格","畴盔备",0,5,2,"拳夸老",183,203,189,351,419,372,187,324,0,0
2023-05-16,13,"岿格","畴盔备",0,5,2,"拳夸老",144,150,138,250,271,239,140,215,0,0
2023-05-16,14,"岿格","畴盔备",0,5,2,"拳夸老",126,119,108,210,199,201,103,191,0,0
2023-05-16,15,"岿格","畴盔备",0,5,2,"拳夸老",95,120,103,159,207,181,101,163,0,0
2023-05-16,16,"岿格","畴盔备",0,5,2,"拳夸老",134,157,157,244,281,301,145,239,0,0
2023-05-16,17,"岿格","畴盔备",0,5,2,"拳夸老",210,259,213,388,535,419,228,413,0,0
2023-05-16,18,"岿格","畴盔备",0,5,2,"拳夸老",320,339,322,669,810,651,323,612,0,0
2023-05-16,19,"岿格","畴盔备",0,5,2,"拳夸老",340,352,324,650,679,661,342,671,0,0
2023-05-16,20,"岿格","畴盔备",0,5,2,"拳夸老",250,262,252,466,453,470,263,473,0,0
2023-05-16,21,"岿格","畴盔备",0,5,2,"拳夸老",176,159,154,330,284,260,178,291,0,0
2023-05-16,22,"岿格","畴盔备",0,5,2,"拳夸老",92,98,117,145,177,204,115,219,0,0
2023-05-16,23,"岿格","畴盔备",0,5,2,"拳夸老",55,57,66,102,101,119,74,117,0,0
2023-05-16,9,"岿格","档豪备",0,5,2,"拳夸老",17,12,11,22,13,15,12,15,0,0
2023-05-16,10,"岿格","档豪备",0,5,2,"拳夸老",35,36,30,50,49,47,29,41,0,0
2023-05-16,11,"岿格","档豪备",0,5,2,"拳夸老",70,76,70,121,127,126,66,93,0,0
2023-05-16,12,"岿格","档豪备",0,5,2,"拳夸老",74,92,84,123,146,122,88,126,0,0
2023-05-16,13,"岿格","档豪备",0,5,2,"拳夸老",68,62,57,113,97,95,63,87,0,0
2023-05-16,14,"岿格","档豪备",0,5,2,"拳夸老",46,50,47,65,83,72,48,73,0,0
2023-05-16,15,"岿格","档豪备",0,5,2,"拳夸老",57,48,44,71,68,75,35,53,0,0
2023-05-16,16,"岿格","档豪备",0,5,2,"拳夸老",48,64,64,71,111,102,64,97,0,0
2023-05-16,17,"岿格","档豪备",0,5,2,"拳夸老",106,108,96,172,186,152,100,161,0,0
2023-05-16,18,"岿格","档豪备",0,5,2,"拳夸老",142,161,155,235,299,270,155,239,0,0
2023-05-16,19,"岿格","档豪备",0,5,2,"拳夸老",152,167,174,259,290,318,145,226,0,0
2023-05-16,20,"岿格","档豪备",0,5,2,"拳夸老",104,109,106,155,164,158,114,157,0,0
2023-05-16,21,"岿格","档豪备",0,5,2,"拳夸老",79,71,86,135,112,132,78,114,0,0
2023-05-16,22,"岿格","档豪备",0,5,2,"拳夸老",42,49,51,66,78,75,51,72,0,0
2023-05-16,23,"岿格","档豪备",0,5,2,"拳夸老",34,35,31,52,54,51,43,69,0,0
2023-05-16,9,"岿格","悼措巩备",0,5,2,"拳夸老",41,40,33,61,65,51,38,54,0,0
2023-05-16,10,"岿格","悼措巩备",0,5,2,"拳夸老",81,87,84,127,126,119,76,118,0,0
2023-05-16,11,"岿格","悼措巩备",0,5,2,"拳夸老",221,247,202,368,424,391,240,403,0,0
2023-05-16,12,"岿格","悼措巩备",0,5,2,"拳夸老",213,222,188,352,401,329,229,358,0,0
2023-05-16,13,"岿格","悼措巩备",0,5,2,"拳夸老",135,159,150,229,234,249,171,248,0,0
2023-05-16,14,"岿格","悼措巩备",0,5,2,"拳夸老",99,114,106,163,195,155,118,185,0,0
2023-05-16,15,"岿格","悼措巩备",0,5,2,"拳夸老",94,112,92,148,192,161,101,132,0,0
2023-05-16,16,"岿格","悼措巩备",0,5,2,"拳夸老",126,150,120,208,255,205,134,205,0,0
2023-05-16,17,"岿格","悼措巩备",0,5,2,"拳夸老",222,236,208,370,439,371,243,359,0,0
2023-05-16,18,"岿格","悼措巩备",0,5,2,"拳夸老",337,336,311,612,712,631,387,631,0,0
2023-05-16,19,"岿格","悼措巩备",0,5,2,"拳夸老",339,331,367,600,631,682,341,622,0,0
2023-05-16,20,"岿格","悼措巩备",0,5,2,"拳夸老",277,245,240,448,406,426,283,459,0,0
2023-05-16,21,"岿格","悼措巩备",0,5,2,"拳夸老",168,177,165,303,295,288,188,298,0,0
2023-05-16,22,"岿格","悼措巩备",0,5,2,"拳夸老",138,111,115,249,231,207,146,279,0,0
2023-05-16,23,"岿格","悼措巩备",0,5,2,"拳夸老",94,74,82,155,133,129,91,150,0,0
2023-05-16,9,"岿格","悼累备",0,5,2,"拳夸老",38,33,35,49,48,41,26,36,0,0
2023-05-16,10,"岿格","悼累备",0,5,2,"拳夸老",67,72,75,96,108,110,71,89,0,0
2023-05-16,11,"岿格","悼累备",0,5,2,"拳夸老",170,213,193,306,386,341,167,278,0,0
2023-05-16,12,"岿格","悼累备",0,5,2,"拳夸老",189,219,188,303,339,312,166,264,0,0
2023-05-16,13,"岿格","悼累备",0,5,2,"拳夸老",167,154,139,243,249,225,125,176,0,0
2023-05-16,14,"岿格","悼累备",0,5,2,"拳夸老",122,129,101,199,201,174,93,149,0,0
2023-05-16,15,"岿格","悼累备",0,5,2,"拳夸老",98,119,99,149,188,165,92,145,0,0
2023-05-16,16,"岿格","悼累备",0,5,2,"拳夸老",137,162,130,187,287,200,126,194,0,0
2023-05-16,17,"岿格","悼累备",0,5,2,"拳夸老",221,254,230,369,491,345,219,338,0,0
2023-05-16,18,"岿格","悼累备",0,5,2,"拳夸老",297,339,341,537,747,597,280,494,0,0
2023-05-16,19,"岿格","悼累备",0,5,2,"拳夸老",318,316,332,551,610,584,299,497,0,0
2023-05-16,20,"岿格","悼累备",0,5,2,"拳夸老",241,272,255,400,429,381,227,374,0,0
2023-05-16,21,"岿格","悼累备",0,5,2,"拳夸老",159,172,165,252,304,247,165,259,0,0
2023-05-16,22,"岿格","悼累备",0,5,2,"拳夸老",118,137,136,190,230,192,119,186,0,0
2023-05-16,23,"岿格","悼累备",0,5,2,"拳夸老",94,89,80,140,145,122,83,121,0,0
2023-05-16,9,"岿格","付器备",0,5,2,"拳夸老",66,77,73,97,117,104,65,92,0,0
2023-05-16,10,"岿格","付器备",0,5,2,"拳夸老",170,171,171,241,252,263,149,207,0,0
2023-05-16,11,"岿格","付器备",0,5,2,"拳夸老",389,404,380,807,897,912,389,754,0,0
2023-05-16,12,"岿格","付器备",0,5,2,"拳夸老",356,387,347,682,771,666,357,678,0,0
2023-05-16,13,"岿格","付器备",0,5,2,"拳夸老",245,278,246,450,508,480,247,449,0,0
2023-05-16,14,"岿格","付器备",0,5,2,"拳夸老",177,194,202,317,373,379,179,326,0,0
2023-05-16,15,"岿格","付器备",0,5,2,"拳夸老",175,174,170,313,303,311,170,305,0,0
2023-05-16,16,"岿格","付器备",0,5,2,"拳夸老",218,239,218,396,452,381,231,378,0,0
2023-05-16,17,"岿格","付器备",0,5,2,"拳夸老",413,392,366,705,826,651,351,590,0,0
2023-05-16,18,"岿格","付器备",0,5,2,"拳夸老",572,550,561,1153,1335,1162,530,1008,0,0
2023-05-16,19,"岿格","付器备",0,5,2,"拳夸老",574,501,550,1133,1039,1078,526,1037,0,0
2023-05-16,20,"岿格","付器备",0,5,2,"拳夸老",410,393,421,736,665,738,409,736,0,0
2023-05-16,21,"岿格","付器备",0,5,2,"拳夸老",256,234,258,510,516,438,244,494,0,0
2023-05-16,22,"岿格","付器备",0,5,2,"拳夸老",193,183,183,369,354,327,190,363,0,0
2023-05-16,23,"岿格","付器备",0,5,2,"拳夸老",154,145,122,271,247,221,148,256,0,0
2023-05-16,9,"岿格","辑措巩备",0,5,2,"拳夸老",29,30,28,37,34,35,26,35,0,0
2023-05-16,10,"岿格","辑措巩备",0,5,2,"拳夸老",77,66,79,94,80,101,62,73,0,0
2023-05-16,11,"岿格","辑措巩备",0,5,2,"拳夸老",194,178,187,317,291,318,188,264,0,0
2023-05-16,12,"岿格","辑措巩备",0,5,2,"拳夸老",198,172,199,289,269,284,180,256,0,0
2023-05-16,13,"岿格","辑措巩备",0,5,2,"拳夸老",119,143,118,170,206,174,137,194,0,0
2023-05-16,14,"岿格","辑措巩备",0,5,2,"拳夸老",94,106,103,148,144,146,107,160,0,0
2023-05-16,15,"岿格","辑措巩备",0,5,2,"拳夸老",103,113,93,146,145,133,102,134,0,0
2023-05-16,16,"岿格","辑措巩备",0,5,2,"拳夸老",132,138,129,191,202,182,127,168,0,0
2023-05-16,17,"岿格","辑措巩备",0,5,2,"拳夸老",218,260,235,319,425,341,229,346,0,0
2023-05-16,18,"岿格","辑措巩备",0,5,2,"拳夸老",327,360,330,507,643,492,340,497,0,0
2023-05-16,19,"岿格","辑措巩备",0,5,2,"拳夸老",307,295,323,455,480,484,312,448,0,0
2023-05-16,20,"岿格","辑措巩备",0,5,2,"拳夸老",237,244,234,352,330,333,231,312,0,0
2023-05-16,21,"岿格","辑措巩备",0,5,2,"拳夸老",141,158,167,213,249,244,153,246,0,0
2023-05-16,22,"岿格","辑措巩备",0,5,2,"拳夸老",110,127,108,172,193,162,110,156,0,0
2023-05-16,23,"岿格","辑措巩备",0,5,2,"拳夸老",79,69,75,111,97,93,72,105,0,0
2023-05-16,9,"岿格","辑檬备",0,5,2,"拳夸老",55,65,66,87,84,91,53,79,0,0
2023-05-16,10,"岿格","辑檬备",0,5,2,"拳夸老",166,172,194,265,264,306,161,232,0,0
2023-05-16,11,"岿格","辑檬备",0,5,2,"拳夸老",393,399,418,741,827,968,394,721,0,0
2023-05-16,12,"岿格","辑檬备",0,5,2,"拳夸老",315,356,311,500,628,533,289,446,0,0
2023-05-16,13,"岿格","辑檬备",0,5,2,"拳夸老",202,227,191,329,355,290,199,329,0,0
2023-05-16,14,"岿格","辑檬备",0,5,2,"拳夸老",139,151,144,223,241,237,150,224,0,0
2023-05-16,15,"岿格","辑檬备",0,5,2,"拳夸老",132,132,131,219,236,210,131,224,0,0
2023-05-16,16,"岿格","辑檬备",0,5,2,"拳夸老",191,179,189,327,310,338,160,262,0,0
2023-05-16,17,"岿格","辑檬备",0,5,2,"拳夸老",325,336,302,556,640,485,289,488,0,0
2023-05-16,18,"岿格","辑檬备",0,5,2,"拳夸老",417,410,421,741,849,798,421,720,0,0
2023-05-16,19,"岿格","辑檬备",0,5,2,"拳夸老",412,359,408,686,612,685,398,632,0,0
2023-05-16,20,"岿格","辑檬备",0,5,2,"拳夸老",265,285,248,427,418,381,274,434,0,0
2023-05-16,21,"岿格","辑檬备",0,5,2,"拳夸老",152,152,174,230,241,243,171,249,0,0
2023-05-16,22,"岿格","辑檬备",0,5,2,"拳夸老",125,119,99,175,187,145,108,163,0,0
2023-05-16,23,"岿格","辑檬备",0,5,2,"拳夸老",86,73,81,111,96,108,81,108,0,0
2023-05-16,9,"岿格","己悼备",0,5,2,"拳夸老",31,39,31,46,60,42,29,39,0,0
2023-05-16,10,"岿格","己悼备",0,5,2,"拳夸老",75,67,79,113,84,118,78,127,0,0
2023-05-16,11,"岿格","己悼备",0,5,2,"拳夸老",223,246,253,486,534,604,224,419,0,0
2023-05-16,12,"岿格","己悼备",0,5,2,"拳夸老",239,231,234,401,429,366,231,366,0,0
2023-05-16,13,"岿格","己悼备",0,5,2,"拳夸老",150,153,140,242,242,226,144,239,0,0
2023-05-16,14,"岿格","己悼备",0,5,2,"拳夸老",102,111,109,181,195,174,103,163,0,0
2023-05-16,15,"岿格","己悼备",0,5,2,"拳夸老",90,93,78,150,157,128,78,132,0,0
2023-05-16,16,"岿格","己悼备",0,5,2,"拳夸老",112,137,103,191,249,182,102,187,0,0
2023-05-16,17,"岿格","己悼备",0,5,2,"拳夸老",199,254,196,369,506,352,203,315,0,0
2023-05-16,18,"岿格","己悼备",0,5,2,"拳夸老",312,310,311,602,642,597,289,571,0,0
2023-05-16,19,"岿格","己悼备",0,5,2,"拳夸老",319,307,312,577,568,604,284,525,0,0
2023-05-16,20,"岿格","己悼备",0,5,2,"拳夸老",212,222,226,345,324,366,219,358,0,0
2023-05-16,21,"岿格","己悼备",0,5,2,"拳夸老",125,145,129,205,257,224,137,228,0,0
2023-05-16,22,"岿格","己悼备",0,5,2,"拳夸老",103,100,112,175,175,176,105,170,0,0
2023-05-16,23,"岿格","己悼备",0,5,2,"拳夸老",65,67,57,107,109,95,45,72,0,0
2023-05-16,9,"岿格","己合备",0,5,2,"拳夸老",46,49,50,68,72,72,43,67,0,0
2023-05-16,10,"岿格","己合备",0,5,2,"拳夸老",103,96,100,172,146,153,95,144,0,0
2023-05-16,11,"岿格","己合备",0,5,2,"拳夸老",235,240,202,441,497,434,212,391,0,0
2023-05-16,12,"岿格","己合备",0,5,2,"拳夸老",230,226,212,401,443,389,223,383,0,0
2023-05-16,13,"岿格","己合备",0,5,2,"拳夸老",181,190,157,305,330,288,155,253,0,0
2023-05-16,14,"岿格","己合备",0,5,2,"拳夸老",132,128,123,235,217,222,129,209,0,0
2023-05-16,15,"岿格","己合备",0,5,2,"拳夸老",126,114,117,201,219,200,101,187,0,0
2023-05-16,16,"岿格","己合备",0,5,2,"拳夸老",159,168,159,277,302,273,159,258,0,0
2023-05-16,17,"岿格","己合备",0,5,2,"拳夸老",266,299,246,484,612,477,269,489,0,0
2023-05-16,18,"岿格","己合备",0,5,2,"拳夸老",375,383,392,738,829,763,364,707,0,0
2023-05-16,19,"岿格","己合备",0,5,2,"拳夸老",371,350,377,726,693,704,404,737,0,0
2023-05-16,20,"岿格","己合备",0,5,2,"拳夸老",274,271,271,487,446,450,279,489,0,0
2023-05-16,21,"岿格","己合备",0,5,2,"拳夸老",170,177,174,294,310,289,181,313,0,0
2023-05-16,22,"岿格","己合备",0,5,2,"拳夸老",124,144,140,222,270,245,131,226,0,0
2023-05-16,23,"岿格","己合备",0,5,2,"拳夸老",85,93,96,134,152,153,99,158,0,0
2023-05-16,9,"岿格","价颇备",0,5,2,"拳夸老",106,99,109,204,188,216,72,147,0,0
2023-05-16,10,"岿格","价颇备",0,5,2,"拳夸老",195,221,219,395,459,464,181,341,0,0
2023-05-16,11,"岿格","价颇备",0,5,2,"拳夸老",434,453,440,1120,1297,1269,395,989,0,0
2023-05-16,12,"岿格","价颇备",0,5,2,"拳夸老",419,444,443,946,1172,1042,426,886,0,0
2023-05-16,13,"岿格","价颇备",0,5,2,"拳夸老",319,377,306,719,815,703,316,642,0,0
2023-05-16,14,"岿格","价颇备",0,5,2,"拳夸老",250,261,242,615,590,595,228,486,0,0
2023-05-16,15,"岿格","价颇备",0,5,2,"拳夸老",220,256,229,462,564,482,204,429,0,0
