"Group.1","x"
"9",45.6449123595308
"10",47.6335253870433
"11",76.0131313507249
"12",71.499050168234
"13",62.6509501940153
"14",54.8061028802328
"15",51.2463560178351
"16",48.911105238722
"17",53.0328622436395
"18",63.9967992253619
"19",58.737377122018
"20",50.8533574852056
"21",46.2503861264978
"22",45.471096725895
"23",44.2257774320877
"24",50.329288398234
"25",45.4862880015078
