"강남구.test_set.datetime","강남구.arima_model_forecast.mean","강남구.arima_model_forecast.lower...2.","강남구.arima_model_forecast.upper...2.","서초구.test_set.datetime","서초구.arima_model_forecast.mean","서초구.arima_model_forecast.lower...2.","서초구.arima_model_forecast.upper...2."
2023-04-07 12:00:00,615.824184918507,-142.279733567201,1373.92810340422,2023-04-07 12:00:00,262.180037189907,-118.225131129522,642.585205509337
2023-04-07 13:00:00,453.255126661116,-304.84879184936,1211.35904517159,2023-04-07 13:00:00,182.801813577547,-197.603361197222,563.206988352316
2023-04-07 14:00:00,409.63540063517,-348.468517881903,1167.73931915224,2023-04-07 14:00:00,165.015996319521,-215.389179493754,545.421172132797
2023-04-07 15:00:00,489.647001708564,-268.45691681026,1247.75092022739,2023-04-07 15:00:00,208.543344486896,-171.861831859749,588.948520833542
2023-04-07 16:00:00,766.328858609737,8.22494009047887,1524.43277712899,2023-04-07 16:00:00,380.898564557106,0.493387839132993,761.303741275079
2023-04-07 17:00:00,900.045270041816,141.941351522454,1658.14918856118,2023-04-07 17:00:00,472.256347358847,91.8511705455725,852.661524172122
2023-04-07 18:00:00,839.457291297093,81.3533727777038,1597.56120981648,2023-04-07 18:00:00,413.449368225846,33.044191398087,793.854545053606
2023-04-07 19:00:00,668.037787628278,-90.0661308911181,1426.14170614767,2023-04-07 19:00:00,276.921304709832,-103.483872126225,657.326481545889
2023-04-07 20:00:00,508.927648637304,-249.176269882094,1267.0315671567,2023-04-07 20:00:00,199.891743478613,-180.513433363081,580.296920320307
2023-04-07 21:00:00,408.50718281057,-349.596735708828,1166.61110132997,2023-04-07 21:00:00,152.901800698414,-227.503376144569,533.306977541398
2023-04-07 22:00:00,310.971324082272,-447.132594437126,1069.07524260167,2023-04-07 22:00:00,101.210443085791,-279.194733757374,481.615619928956
2023-04-07 23:00:00,230.084290500169,-528.019628019229,988.188209019567,2023-04-07 23:00:00,52.9418360102318,-327.463340833055,433.347012853519
2023-04-08 00:00:00,156.395468213366,-604.16387071248,916.954807139212,2023-04-08 00:00:00,31.2398510881605,-350.404731914495,412.884434090816
2023-04-08 01:00:00,12.1182663476874,-749.656787393291,773.893320088666,2023-04-08 01:00:00,-0.397684934958402,-382.531268995471,381.735899125554
2023-04-08 02:00:00,3.11181949684711,-758.80468759722,765.028326590914,2023-04-08 02:00:00,-0.596638468503865,-382.810174887345,381.616897950337
2023-04-08 03:00:00,3.37511052173472,-758.552143743793,765.302364787262,2023-04-08 03:00:00,-0.413357121502558,-382.664485036283,381.837770793278
2023-04-08 04:00:00,2.75079429029195,-759.180285219915,764.681873800499,2023-04-08 04:00:00,0.0592810505175234,-382.243915155106,382.362477256141
2023-04-08 05:00:00,2.28763635591949,-759.64556548162,764.220838193459,2023-04-08 05:00:00,0.325433291365119,-381.995862397389,382.64672898012
2023-04-08 06:00:00,2.00520505977093,-759.928603373176,763.939013492718,2023-04-08 06:00:00,0.34546914626691,-381.978873216766,382.6698115093
2023-04-08 07:00:00,1.8765711710453,-760.057344086266,763.810486428356,2023-04-08 07:00:00,0.35739145654161,-381.968365140817,382.6831480539
2023-04-08 08:00:00,186.707977629759,-575.22595818759,948.641913447107,2023-04-08 08:00:00,72.5334188966665,-309.793558666133,454.860396459466
2023-04-08 09:00:00,457.348274676441,-304.58566714527,1219.28221649815,2023-04-08 09:00:00,197.030901593878,-185.296458385489,579.358261573245
2023-04-08 10:00:00,923.350785787565,161.416842106344,1685.28472946879,2023-04-08 10:00:00,420.593024814733,38.2656010628923,802.920448566573
2023-04-08 11:00:00,858.074670402571,96.1407262540695,1620.00861455107,2023-04-08 11:00:00,364.160113793874,-18.1673405000445,746.487568087793
2023-04-08 12:00:00,615.824184918507,-146.109759333512,1377.75812917053,2023-04-08 12:00:00,262.180037189907,-120.147439707487,644.507514087301
2023-04-08 13:00:00,453.255126661116,-308.678817615547,1215.18907093778,2023-04-08 13:00:00,182.801813577547,-199.52566974273,565.129296897824
2023-04-08 14:00:00,409.63540063517,-352.298543648056,1171.5693449184,2023-04-08 14:00:00,165.015996319521,-217.311488034041,547.343480673083
2023-04-08 15:00:00,489.647001708564,-272.286942576405,1251.58094599353,2023-04-08 15:00:00,208.543344486896,-173.784140397354,590.870829371146
2023-04-08 16:00:00,766.328858609737,4.39491432433601,1528.26280289514,2023-04-08 16:00:00,380.898564557106,-1.42892069660439,763.226049810816
2023-04-08 17:00:00,900.045270041816,138.111325756311,1661.97921432732,2023-04-08 17:00:00,472.256347358847,89.9288620103143,854.58383270738
2023-04-08 18:00:00,839.457291297093,77.5233470115618,1601.39123558262,2023-04-08 18:00:00,413.449368225846,31.1218828629016,795.776853588791
2023-04-08 19:00:00,668.037787628278,-93.89615665726,1429.97173191382,2023-04-08 19:00:00,276.921304709832,-105.406180661369,659.248790081033
2023-04-08 20:00:00,508.927648637304,-253.006295648236,1270.86159292284,2023-04-08 20:00:00,199.891743478613,-182.435741898196,582.219228855422
2023-04-08 21:00:00,408.50718281057,-353.42676147497,1170.44112709611,2023-04-08 21:00:00,152.901800698414,-229.425684679678,535.229286076507
2023-04-08 22:00:00,310.971324082272,-450.962620203268,1072.90526836781,2023-04-08 22:00:00,101.210443085791,-281.117042292482,483.537928464064
2023-04-08 23:00:00,230.084290500169,-531.849653785371,992.018234785709,2023-04-08 23:00:00,52.9418360102318,-329.385649368162,435.269321388626
2023-04-09 00:00:00,156.395468213366,-607.981593325882,920.772529752613,2023-04-09 00:00:00,31.2398510881605,-352.320828911582,414.800531087903
2023-04-09 01:00:00,12.1182663476874,-753.468447671127,777.704980366501,2023-04-09 01:00:00,-0.397684934958402,-384.444926265406,383.649556395489
2023-04-09 02:00:00,3.11181949684711,-762.615643744793,768.839282738488,2023-04-09 02:00:00,-0.596638468503865,-384.72343384783,383.530156910822
2023-04-09 03:00:00,3.37511052173472,-762.363046404417,769.113267447887,2023-04-09 03:00:00,-0.413357121502558,-384.5775567793,383.750842536294
2023-04-09 04:00:00,2.75079429029195,-762.991168843272,768.492757423856,2023-04-09 04:00:00,0.0592810505175234,-384.156727642027,384.275289743062
2023-04-09 05:00:00,2.28763635591949,-763.456438542776,768.031711254615,2023-04-09 05:00:00,0.325433291365119,-383.908584780593,384.559451363323
2023-04-09 06:00:00,2.00520505977093,-763.739473415495,767.749883535037,2023-04-09 06:00:00,0.34546914626691,-383.891580433702,384.582518726236
2023-04-09 07:00:00,1.8765711710453,-763.868213596954,767.621355939044,2023-04-09 07:00:00,0.35739145654161,-383.881065317811,384.595848230895
2023-04-09 08:00:00,186.707977629759,-579.036827595957,952.452782855474,2023-04-09 08:00:00,72.5334188966665,-311.706252765305,456.773090558638
2023-04-09 09:00:00,457.348274676441,-308.396536523755,1223.09308587664,2023-04-09 09:00:00,197.030901593878,-187.209150581044,581.2709537688
2023-04-09 10:00:00,923.350785787565,157.605972737113,1689.09559883802,2023-04-09 10:00:00,420.593024814733,36.3529091847881,804.833140444677
2023-04-09 11:00:00,858.074670402571,92.3298568871637,1623.81948391798,2023-04-09 11:00:00,364.160113793874,-20.0800322261147,748.400259813863
2023-04-09 12:00:00,615.824184918507,-149.920628699903,1381.56899853692,2023-04-09 12:00:00,262.180037189907,-122.06013132104,646.420205700854
2023-04-09 13:00:00,453.255126661116,-312.489686981815,1218.99994030405,2023-04-09 13:00:00,182.801813577547,-201.438361324311,567.041988479405
2023-04-09 14:00:00,409.63540063517,-356.109413014292,1175.38021428463,2023-04-09 14:00:00,165.015996319521,-219.224179610478,549.256172249521
2023-04-09 15:00:00,489.647001708564,-276.097811942632,1255.39181535976,2023-04-09 15:00:00,208.543344486896,-175.69683197115,592.783520944942
2023-04-09 16:00:00,766.328858609737,0.584044958111576,1532.07367226136,2023-04-09 16:00:00,380.898564557106,-3.34161226856122,765.138741382773
2023-04-09 17:00:00,900.045270041816,134.300456390087,1665.79008369355,2023-04-09 17:00:00,472.256347358847,88.0161704388295,856.496524278865
2023-04-09 18:00:00,839.457291297093,73.7124776453378,1605.20210494885,2023-04-09 18:00:00,413.449368225846,29.2091912914886,797.689545160204
2023-04-09 19:00:00,668.037787628278,-97.7070260234839,1433.78260128004,2023-04-09 19:00:00,276.921304709832,-107.318872232741,661.161481652405
2023-04-09 20:00:00,508.927648637304,-256.817165014459,1274.67246228907,2023-04-09 20:00:00,199.891743478613,-184.34843346954,584.131920426767
2023-04-09 21:00:00,408.50718281057,-357.237630841194,1174.25199646233,2023-04-09 21:00:00,152.901800698414,-231.338376251016,537.141977647844
2023-04-09 22:00:00,310.971324082272,-454.773489569492,1076.71613773404,2023-04-09 22:00:00,101.210443085791,-283.029733863819,485.450620035401
2023-04-09 23:00:00,230.084290500169,-535.660523151595,995.829104151933,2023-04-09 23:00:00,52.9418360102318,-331.298340939498,437.182012959962
2023-04-10 00:00:00,156.395468213366,-611.780342644688,924.57127907142,2023-04-10 00:00:00,31.2398510881605,-354.227401409971,416.707103586293
2023-04-10 01:00:00,12.1182663476874,-757.261224451346,781.49775714672,2023-04-10 01:00:00,-0.397684934958402,-386.349095192935,385.553725323018
2023-04-10 02:00:00,3.11181949684711,-766.407726806255,772.631365799949,2023-04-10 02:00:00,-0.596638468503865,-386.627210360141,385.433933423133
2023-04-10 03:00:00,3.37511052173472,-766.15507676965,772.90529781312,2023-04-10 03:00:00,-0.413357121502558,-386.481148843772,385.654434600767
2023-04-10 04:00:00,2.75079429029195,-766.783180452668,772.284769033252,2023-04-10 04:00:00,0.0592810505175234,-386.060064284864,386.178626385899
2023-04-10 05:00:00,2.28763635591949,-767.248439746113,771.823712457952,2023-04-10 05:00:00,0.325433291365119,-385.811832652128,386.462699234858
2023-04-10 06:00:00,2.00520505977093,-767.531471644623,771.541881764165,2023-04-10 06:00:00,0.34546914626691,-385.794813363229,386.485751655763
2023-04-10 07:00:00,1.8765711710453,-767.66021130231,771.4133536444,2023-04-10 07:00:00,0.35739145654161,-385.784291311494,386.499074224577
2023-04-10 08:00:00,186.707977629759,-582.828825200505,956.244780460022,2023-04-10 08:00:00,72.5334188966665,-313.609472771034,458.676310564367
