"rain_predict","test_data_all_rain.reg_date","test_data_all_rain.hour_reg","test_data_all_rain.pick_rgn2_nm"
177.933736086422,2023-05-04,"11","용산구"
117.510823430395,2023-05-04,"11","은평구"
174.184083194201,2023-05-04,"11","종로구"
198.959209489289,2023-05-04,"11","중구"
102.106040720163,2023-05-04,"11","중랑구"
760.019210533584,2023-05-04,"12","강남구"
137.59612324252,2023-05-04,"12","강동구"
101.681788762181,2023-05-04,"12","강북구"
260.6068355348,2023-05-04,"12","강서구"
345.39582376963,2023-05-04,"12","관악구"
152.940831418961,2023-05-04,"12","광진구"
144.9051150369,2023-05-04,"12","구로구"
115.325954830709,2023-05-04,"12","금천구"
168.762758127549,2023-05-04,"12","노원구"
73.2826969563422,2023-05-04,"12","도봉구"
171.136169394176,2023-05-04,"12","동대문구"
160.459171224521,2023-05-04,"12","동작구"
329.985176563475,2023-05-04,"12","마포구"
178.407392754339,2023-05-04,"12","서대문구"
293.968050104996,2023-05-04,"12","서초구"
206.414383059563,2023-05-04,"12","성동구"
211.383489321323,2023-05-04,"12","성북구"
380.580897522377,2023-05-04,"12","송파구"
159.27525777758,2023-05-04,"12","양천구"
251.203156961283,2023-05-04,"12","영등포구"
156.881251921125,2023-05-04,"12","용산구"
129.996747267742,2023-05-04,"12","은평구"
130.306476195079,2023-05-04,"12","종로구"
139.661530668842,2023-05-04,"12","중구"
102.492471583928,2023-05-04,"12","중랑구"
487.522571294312,2023-05-04,"13","강남구"
106.38075250918,2023-05-04,"13","강동구"
87.4070635683924,2023-05-04,"13","강북구"
206.867354979381,2023-05-04,"13","강서구"
262.265053631463,2023-05-04,"13","관악구"
118.570955289386,2023-05-04,"13","광진구"
105.063707177633,2023-05-04,"13","구로구"
85.965073646187,2023-05-04,"13","금천구"
134.012825125081,2023-05-04,"13","노원구"
64.8023363452104,2023-05-04,"13","도봉구"
130.466212574654,2023-05-04,"13","동대문구"
126.546082003715,2023-05-04,"13","동작구"
252.309316350475,2023-05-04,"13","마포구"
131.374370353211,2023-05-04,"13","서대문구"
199.862905364229,2023-05-04,"13","서초구"
132.039011691884,2023-05-04,"13","성동구"
149.052241065319,2023-05-04,"13","성북구"
283.808435310587,2023-05-04,"13","송파구"
124.654889604664,2023-05-04,"13","양천구"
191.824719619677,2023-05-04,"13","영등포구"
110.738113217578,2023-05-04,"13","용산구"
105.496077612175,2023-05-04,"13","은평구"
88.3849908853151,2023-05-04,"13","종로구"
82.7247064260709,2023-05-04,"13","중구"
89.2105467580773,2023-05-04,"13","중랑구"
392.937962866562,2023-05-04,"14","강남구"
85.3190733796447,2023-05-04,"14","강동구"
65.5171000123132,2023-05-04,"14","강북구"
161.637592868729,2023-05-04,"14","강서구"
228.59840907676,2023-05-04,"14","관악구"
96.892045662443,2023-05-04,"14","광진구"
87.6880390472984,2023-05-04,"14","구로구"
67.1907708635056,2023-05-04,"14","금천구"
109.700273803714,2023-05-04,"14","노원구"
49.1267681986696,2023-05-04,"14","도봉구"
100.919144983149,2023-05-04,"14","동대문구"
102.273171206353,2023-05-04,"14","동작구"
200.921037089449,2023-05-04,"14","마포구"
108.421477325393,2023-05-04,"14","서대문구"
151.952961362978,2023-05-04,"14","서초구"
101.10544605427,2023-05-04,"14","성동구"
130.754401187944,2023-05-04,"14","성북구"
238.432155926308,2023-05-04,"14","송파구"
107.023606140406,2023-05-04,"14","양천구"
146.274386757071,2023-05-04,"14","영등포구"
84.2168519456424,2023-05-04,"14","용산구"
84.9486404559552,2023-05-04,"14","은평구"
65.7911662387694,2023-05-04,"14","종로구"
72.7829040605279,2023-05-04,"14","중구"
66.9581178693643,2023-05-04,"14","중랑구"
372.666056449026,2023-05-04,"15","강남구"
81.0866595670271,2023-05-04,"15","강동구"
60.4619623795834,2023-05-04,"15","강북구"
142.387547403113,2023-05-04,"15","강서구"
204.58586818943,2023-05-04,"15","관악구"
83.9781515313756,2023-05-04,"15","광진구"
76.3639058991532,2023-05-04,"15","구로구"
55.390191873166,2023-05-04,"15","금천구"
104.042587055282,2023-05-04,"15","노원구"
43.4355127567058,2023-05-04,"15","도봉구"
89.0256740937271,2023-05-04,"15","동대문구"
89.0810826215409,2023-05-04,"15","동작구"
174.068763367202,2023-05-04,"15","마포구"
96.1348833952068,2023-05-04,"15","서대문구"
137.605463287895,2023-05-04,"15","서초구"
80.3733112709687,2023-05-04,"15","성동구"
110.955320199985,2023-05-04,"15","성북구"
220.607887878293,2023-05-04,"15","송파구"
105.980976701802,2023-05-04,"15","양천구"
127.80440894518,2023-05-04,"15","영등포구"
80.2029336921902,2023-05-04,"15","용산구"
76.9008539549024,2023-05-04,"15","은평구"
51.6433221869488,2023-05-04,"15","종로구"
52.4885210879642,2023-05-04,"15","중구"
58.6875125748738,2023-05-04,"15","중랑구"
461.597889145478,2023-05-04,"16","강남구"
110.857989251167,2023-05-04,"16","강동구"
78.7222146848329,2023-05-04,"16","강북구"
193.692204868766,2023-05-04,"16","강서구"
262.684851998867,2023-05-04,"16","관악구"
108.959503261321,2023-05-04,"16","광진구"
105.725682005209,2023-05-04,"16","구로구"
74.0204474881975,2023-05-04,"16","금천구"
148.461616906268,2023-05-04,"16","노원구"
59.3603226133443,2023-05-04,"16","도봉구"
127.298308794071,2023-05-04,"16","동대문구"
119.110287504693,2023-05-04,"16","동작구"
229.379122858325,2023-05-04,"16","마포구"
135.444703881716,2023-05-04,"16","서대문구"
187.804810604007,2023-05-04,"16","서초구"
108.756862459272,2023-05-04,"16","성동구"
156.542740613099,2023-05-04,"16","성북구"
280.766736443442,2023-05-04,"16","송파구"
147.720970204231,2023-05-04,"16","양천구"
173.604379247133,2023-05-04,"16","영등포구"
107.875318864242,2023-05-04,"16","용산구"
107.614144136074,2023-05-04,"16","은평구"
71.7218491679571,2023-05-04,"16","종로구"
72.3394168450218,2023-05-04,"16","중구"
83.9902754908892,2023-05-04,"16","중랑구"
634.308170185152,2023-05-04,"17","강남구"
171.659788175084,2023-05-04,"17","강동구"
134.231878401148,2023-05-04,"17","강북구"
314.364391656845,2023-05-04,"17","강서구"
403.587407519005,2023-05-04,"17","관악구"
177.089499335656,2023-05-04,"17","광진구"
184.450281825229,2023-05-04,"17","구로구"
132.779205224617,2023-05-04,"17","금천구"
222.789504758672,2023-05-04,"17","노원구"
102.959867601063,2023-05-04,"17","도봉구"
209.512043160367,2023-05-04,"17","동대문구"
211.993147568485,2023-05-04,"17","동작구"
365.67676660352,2023-05-04,"17","마포구"
235.939702072041,2023-05-04,"17","서대문구"
304.594368084063,2023-05-04,"17","서초구"
204.274842210822,2023-05-04,"17","성동구"
267.609277733553,2023-05-04,"17","성북구"
453.407683630928,2023-05-04,"17","송파구"
221.24851589649,2023-05-04,"17","양천구"
299.408862342167,2023-05-04,"17","영등포구"
178.640967443233,2023-05-04,"17","용산구"
182.954829325275,2023-05-04,"17","은평구"
129.115909198108,2023-05-04,"17","종로구"
120.911183169707,2023-05-04,"17","중구"
130.21787457411,2023-05-04,"17","중랑구"
823.612549307571,2023-05-04,"18","강남구"
239.121306014564,2023-05-04,"18","강동구"
181.459806171834,2023-05-04,"18","강북구"
426.839797702472,2023-05-04,"18","강서구"
567.686626668255,2023-05-04,"18","관악구"
249.502208556065,2023-05-04,"18","광진구"
257.020586458461,2023-05-04,"18","구로구"
180.322476662407,2023-05-04,"18","금천구"
303.632514053784,2023-05-04,"18","노원구"
131.373147658245,2023-05-04,"18","도봉구"
275.564294593308,2023-05-04,"18","동대문구"
293.408415375439,2023-05-04,"18","동작구"
509.158929270897,2023-05-04,"18","마포구"
294.451221249757,2023-05-04,"18","서대문구"
375.879128191793,2023-05-04,"18","서초구"
289.121825789044,2023-05-04,"18","성동구"
346.16146046895,2023-05-04,"18","성북구"
616.390841850101,2023-05-04,"18","송파구"
293.131551536058,2023-05-04,"18","양천구"
428.881908305138,2023-05-04,"18","영등포구"
231.913251726078,2023-05-04,"18","용산구"
247.721947597182,2023-05-04,"18","은평구"
157.318717303714,2023-05-04,"18","종로구"
175.930805979234,2023-05-04,"18","중구"
184.703093505244,2023-05-04,"18","중랑구"
765.815988515099,2023-05-04,"19","강남구"
218.505091985731,2023-05-04,"19","강동구"
168.423173816609,2023-05-04,"19","강북구"
425.915210170268,2023-05-04,"19","강서구"
563.449489856151,2023-05-04,"19","관악구"
229.914097639888,2023-05-04,"19","광진구"
242.160828245644,2023-05-04,"19","구로구"
164.515752750471,2023-05-04,"19","금천구"
284.075340468033,2023-05-04,"19","노원구"
116.362580273974,2023-05-04,"19","도봉구"
251.781598099998,2023-05-04,"19","동대문구"
258.959185879245,2023-05-04,"19","동작구"
469.180676075726,2023-05-04,"19","마포구"
250.621537989683,2023-05-04,"19","서대문구"
339.425118121881,2023-05-04,"19","서초구"
256.410790116981,2023-05-04,"19","성동구"
308.120448363185,2023-05-04,"19","성북구"
587.129564327906,2023-05-04,"19","송파구"
251.480644629037,2023-05-04,"19","양천구"
390.824546349198,2023-05-04,"19","영등포구"
219.576185700774,2023-05-04,"19","용산구"
232.010121376704,2023-05-04,"19","은평구"
125.18276159898,2023-05-04,"19","종로구"
124.314832334298,2023-05-04,"19","중구"
183.446157107913,2023-05-04,"19","중랑구"
579.69980325133,2023-05-04,"20","강남구"
168.556145908279,2023-05-04,"20","강동구"
139.534402030986,2023-05-04,"20","강북구"
351.797427272135,2023-05-04,"20","강서구"
494.263635139501,2023-05-04,"20","관악구"
186.234267353175,2023-05-04,"20","광진구"
180.973271658991,2023-05-04,"20","구로구"
127.861644657651,2023-05-04,"20","금천구"
207.857823527264,2023-05-04,"20","노원구"
96.4857359138817,2023-05-04,"20","도봉구"
186.888907312404,2023-05-04,"20","동대문구"
185.959597832326,2023-05-04,"20","동작구"
347.48185888871,2023-05-04,"20","마포구"
194.38164268366,2023-05-04,"20","서대문구"
227.613454519263,2023-05-04,"20","서초구"
172.573549092902,2023-05-04,"20","성동구"
238.004922789159,2023-05-04,"20","성북구"
442.526205948208,2023-05-04,"20","송파구"
189.93213668394,2023-05-04,"20","양천구"
278.349458784846,2023-05-04,"20","영등포구"
162.118718871643,2023-05-04,"20","용산구"
197.942176023155,2023-05-04,"20","은평구"
77.8884865004712,2023-05-04,"20","종로구"
87.7226207167959,2023-05-04,"20","중구"
151.109024310654,2023-05-04,"20","중랑구"
449.082730781832,2023-05-04,"21","강남구"
119.50323133897,2023-05-04,"21","강동구"
101.500076557787,2023-05-04,"21","강북구"
242.298305652699,2023-05-04,"21","강서구"
369.810886883885,2023-05-04,"21","관악구"
132.984356500992,2023-05-04,"21","광진구"
119.404098439052,2023-05-04,"21","구로구"
87.6441210373242,2023-05-04,"21","금천구"
139.634493707267,2023-05-04,"21","노원구"
58.1153731900727,2023-05-04,"21","도봉구"
139.866802073859,2023-05-04,"21","동대문구"
142.283217202488,2023-05-04,"21","동작구"
224.349644347622,2023-05-04,"21","마포구"
139.219261359539,2023-05-04,"21","서대문구"
157.466902613939,2023-05-04,"21","서초구"
114.720570637979,2023-05-04,"21","성동구"
153.38514543343,2023-05-04,"21","성북구"
314.329115974374,2023-05-04,"21","송파구"
125.830823378368,2023-05-04,"21","양천구"
203.429082630785,2023-05-04,"21","영등포구"
97.6581705641262,2023-05-04,"21","용산구"
131.837805209648,2023-05-04,"21","은평구"
49.0451865114382,2023-05-04,"21","종로구"
57.4976453539981,2023-05-04,"21","중구"
108.58289775612,2023-05-04,"21","중랑구"
348.939114149067,2023-05-04,"22","강남구"
78.0964036321085,2023-05-04,"22","강동구"
64.5624717930893,2023-05-04,"22","강북구"
184.033576534734,2023-05-04,"22","강서구"
298.22786553547,2023-05-04,"22","관악구"
97.1867053979924,2023-05-04,"22","광진구"
73.8847112525387,2023-05-04,"22","구로구"
54.890934791204,2023-05-04,"22","금천구"
91.3996744358899,2023-05-04,"22","노원구"
38.0016115995931,2023-05-04,"22","도봉구"
95.1162954259226,2023-05-04,"22","동대문구"
99.8606942262653,2023-05-04,"22","동작구"
165.293618322234,2023-05-04,"22","마포구"
96.2922092867317,2023-05-04,"22","서대문구"
110.502538531773,2023-05-04,"22","서초구"
77.2115632659144,2023-05-04,"22","성동구"
110.18591165041,2023-05-04,"22","성북구"
230.031634932971,2023-05-04,"22","송파구"
80.5405795891892,2023-05-04,"22","양천구"
142.331128552728,2023-05-04,"22","영등포구"
63.6119706468636,2023-05-04,"22","용산구"
89.9261987577532,2023-05-04,"22","은평구"
28.6635803795606,2023-05-04,"22","종로구"
35.0289321891741,2023-05-04,"22","중구"
72.8487687293542,2023-05-04,"22","중랑구"
281.483238921837,2023-05-04,"23","강남구"
44.1705914156822,2023-05-04,"23","강동구"
36.2483715326846,2023-05-04,"23","강북구"
121.011996121075,2023-05-04,"23","강서구"
235.372432303119,2023-05-04,"23","관악구"
56.5176323840866,2023-05-04,"23","광진구"
42.9064077865471,2023-05-04,"23","구로구"
27.8075356887931,2023-05-04,"23","금천구"
43.9612724662295,2023-05-04,"23","노원구"
13.1334740464284,2023-05-04,"23","도봉구"
59.3812964632621,2023-05-04,"23","동대문구"
62.7363465461668,2023-05-04,"23","동작구"
120.334518052873,2023-05-04,"23","마포구"
61.0360194979459,2023-05-04,"23","서대문구"
69.2042983458652,2023-05-04,"23","서초구"
40.5048212352041,2023-05-04,"23","성동구"
63.233884004519,2023-05-04,"23","성북구"
153.765696045263,2023-05-04,"23","송파구"
41.3971531705017,2023-05-04,"23","양천구"
91.8910874865557,2023-05-04,"23","영등포구"
44.0798917065255,2023-05-04,"23","용산구"
58.1550925266466,2023-05-04,"23","은평구"
17.8249624949067,2023-05-04,"23","종로구"
21.2294434455876,2023-05-04,"23","중구"
35.8348704497238,2023-05-04,"23","중랑구"
262.826325031492,2023-05-05,"24","강남구"
60.4415990345263,2023-05-05,"24","강동구"
51.0229198494162,2023-05-05,"24","강북구"
133.356608523742,2023-05-05,"24","강서구"
242.104152737004,2023-05-05,"24","관악구"
69.3796905305953,2023-05-05,"24","광진구"
61.1511139468547,2023-05-05,"24","구로구"
53.5802154417745,2023-05-05,"24","금천구"
56.901305266057,2023-05-05,"24","노원구"
35.9962332641503,2023-05-05,"24","도봉구"
68.7232153379522,2023-05-05,"24","동대문구"
77.6699814856523,2023-05-05,"24","동작구"
133.349653055986,2023-05-05,"24","마포구"
80.625532908204,2023-05-05,"24","서대문구"
80.112974442523,2023-05-05,"24","서초구"
59.039902824204,2023-05-05,"24","성동구"
82.8996883931063,2023-05-05,"24","성북구"
153.913798263279,2023-05-05,"24","송파구"
59.3480186390989,2023-05-05,"24","양천구"
101.218257355245,2023-05-05,"24","영등포구"
60.327791894501,2023-05-05,"24","용산구"
73.676125746845,2023-05-05,"24","은평구"
36.6521827307045,2023-05-05,"24","종로구"
40.3415384043819,2023-05-05,"24","중구"
58.9140613112408,2023-05-05,"24","중랑구"
192.775040080809,2023-05-05,"25","강남구"
38.9825215979946,2023-05-05,"25","강동구"
35.6104295633529,2023-05-05,"25","강북구"
84.2382487770034,2023-05-05,"25","강서구"
168.975570056259,2023-05-05,"25","관악구"
45.278501181016,2023-05-05,"25","광진구"
39.732302571052,2023-05-05,"25","구로구"
31.5872941786999,2023-05-05,"25","금천구"
37.3906185090865,2023-05-05,"25","노원구"
22.9648650681026,2023-05-05,"25","도봉구"
52.8932050496053,2023-05-05,"25","동대문구"
53.3516853589712,2023-05-05,"25","동작구"
98.2616532175299,2023-05-05,"25","마포구"
53.3906656447907,2023-05-05,"25","서대문구"
60.4997935468381,2023-05-05,"25","서초구"
40.4304032355652,2023-05-05,"25","성동구"
55.6877547798181,2023-05-05,"25","성북구"
97.7385898248748,2023-05-05,"25","송파구"
39.9036703569092,2023-05-05,"25","양천구"
69.0317969350835,2023-05-05,"25","영등포구"
42.1221134114369,2023-05-05,"25","용산구"
47.0510618847106,2023-05-05,"25","은평구"
22.7305246470036,2023-05-05,"25","종로구"
31.5318017454213,2023-05-05,"25","중구"
36.1650125946936,2023-05-05,"25","중랑구"
217.800509641044,2023-05-05,"9","강남구"
45.1821695769342,2023-05-05,"9","강동구"
34.0844553436487,2023-05-05,"9","강북구"
92.1953769045986,2023-05-05,"9","강서구"
118.530638599936,2023-05-05,"9","관악구"
43.913280045791,2023-05-05,"9","광진구"
40.2701353661835,2023-05-05,"9","구로구"
34.1899768283334,2023-05-05,"9","금천구"
45.2460850746956,2023-05-05,"9","노원구"
27.8693838871334,2023-05-05,"9","도봉구"
52.7412978739372,2023-05-05,"9","동대문구"
46.6278632888435,2023-05-05,"9","동작구"
99.3968158740683,2023-05-05,"9","마포구"
53.5652827487911,2023-05-05,"9","서대문구"
84.0468505948409,2023-05-05,"9","서초구"
46.7756115862422,2023-05-05,"9","성동구"
56.1257930720877,2023-05-05,"9","성북구"
115.498949186385,2023-05-05,"9","송파구"
46.676000724572,2023-05-05,"9","양천구"
78.562414007727,2023-05-05,"9","영등포구"
50.6596068748196,2023-05-05,"9","용산구"
42.1240393554112,2023-05-05,"9","은평구"
35.4781223816378,2023-05-05,"9","종로구"
37.3717297693229,2023-05-05,"9","중구"
34.2686444866681,2023-05-05,"9","중랑구"
431.611955657689,2023-05-05,"10","강남구"
94.9712235066229,2023-05-05,"10","강동구"
73.8597996409931,2023-05-05,"10","강북구"
163.700092873724,2023-05-05,"10","강서구"
196.162137555632,2023-05-05,"10","관악구"
93.7194977112032,2023-05-05,"10","광진구"
94.7809497240784,2023-05-05,"10","구로구"
87.1271066917448,2023-05-05,"10","금천구"
101.819326635217,2023-05-05,"10","노원구"
57.1992699047752,2023-05-05,"10","도봉구"
106.982679002582,2023-05-05,"10","동대문구"
96.5646535558895,2023-05-05,"10","동작구"
197.852161972861,2023-05-05,"10","마포구"
99.2880710831756,2023-05-05,"10","서대문구"
192.674935918111,2023-05-05,"10","서초구"
103.941204925006,2023-05-05,"10","성동구"
122.545173137669,2023-05-05,"10","성북구"
222.434997317272,2023-05-05,"10","송파구"
99.0006939089341,2023-05-05,"10","양천구"
216.92891813862,2023-05-05,"10","영등포구"
107.062212602051,2023-05-05,"10","용산구"
82.9121460673905,2023-05-05,"10","은평구"
92.6430115919349,2023-05-05,"10","종로구"
110.767342081639,2023-05-05,"10","중구"
75.5658464055936,2023-05-05,"10","중랑구"
882.775288078886,2023-05-05,"11","강남구"
172.359232924113,2023-05-05,"11","강동구"
131.358045279975,2023-05-05,"11","강북구"
312.183599770761,2023-05-05,"11","강서구"
368.983267103106,2023-05-05,"11","관악구"
188.009299098618,2023-05-05,"11","광진구"
191.848277157209,2023-05-05,"11","구로구"
169.984699829299,2023-05-05,"11","금천구"
198.847952669424,2023-05-05,"11","노원구"
103.685508226111,2023-05-05,"11","도봉구"
220.032045802747,2023-05-05,"11","동대문구"
192.329020618669,2023-05-05,"11","동작구"
394.659373012487,2023-05-05,"11","마포구"
203.716591242939,2023-05-05,"11","서대문구"
407.783612819696,2023-05-05,"11","서초구"
248.965321640997,2023-05-05,"11","성동구"
240.333659623885,2023-05-05,"11","성북구"
440.559584117571,2023-05-05,"11","송파구"
186.051647423803,2023-05-05,"11","양천구"
363.064529403748,2023-05-05,"11","영등포구"
209.983609578154,2023-05-05,"11","용산구"
156.922578601291,2023-05-05,"11","은평구"
196.477017704223,2023-05-05,"11","종로구"
224.182824684003,2023-05-05,"11","중구"
125.719543300596,2023-05-05,"11","중랑구"
787.24098536048,2023-05-05,"12","강남구"
174.298708602597,2023-05-05,"12","강동구"
126.500797766587,2023-05-05,"12","강북구"
302.795141253212,2023-05-05,"12","강서구"
386.736351477804,2023-05-05,"12","관악구"
183.933923450067,2023-05-05,"12","광진구"
179.412160226772,2023-05-05,"12","구로구"
145.8921527519,2023-05-05,"12","금천구"
205.523288073919,2023-05-05,"12","노원구"
104.523011998804,2023-05-05,"12","도봉구"
212.197036444511,2023-05-05,"12","동대문구"
208.831440880187,2023-05-05,"12","동작구"
372.896547645679,2023-05-05,"12","마포구"
205.206059407812,2023-05-05,"12","서대문구"
336.332116863461,2023-05-05,"12","서초구"
237.83264855184,2023-05-05,"12","성동구"
251.937748097396,2023-05-05,"12","성북구"
421.51419763662,2023-05-05,"12","송파구"
195.737169780382,2023-05-05,"12","양천구"
301.964662679868,2023-05-05,"12","영등포구"
184.538474003048,2023-05-05,"12","용산구"
167.612978956349,2023-05-05,"12","은평구"
163.345812492597,2023-05-05,"12","종로구"
164.758079473099,2023-05-05,"12","중구"
135.173057860562,2023-05-05,"12","중랑구"
527.172891649647,2023-05-05,"13","강남구"
147.655647587111,2023-05-05,"13","강동구"
117.583099686121,2023-05-05,"13","강북구"
242.693767183555,2023-05-05,"13","강서구"
315.146346520471,2023-05-05,"13","관악구"
160.059020269259,2023-05-05,"13","광진구"
138.371324248828,2023-05-05,"13","구로구"
120.538439170096,2023-05-05,"13","금천구"
164.022711923595,2023-05-05,"13","노원구"
91.4301744943969,2023-05-05,"13","도봉구"
173.214584174497,2023-05-05,"13","동대문구"
165.724581725099,2023-05-05,"13","동작구"
288.353042354396,2023-05-05,"13","마포구"
162.000720021585,2023-05-05,"13","서대문구"
231.63710146348,2023-05-05,"13","서초구"
162.882400991341,2023-05-05,"13","성동구"
187.661506685235,2023-05-05,"13","성북구"
327.470887807533,2023-05-05,"13","송파구"
164.656963398585,2023-05-05,"13","양천구"
224.830614999306,2023-05-05,"13","영등포구"
142.87042456795,2023-05-05,"13","용산구"
141.559313872632,2023-05-05,"13","은평구"
116.203345482553,2023-05-05,"13","종로구"
121.207807775294,2023-05-05,"13","중구"
116.63269508847,2023-05-05,"13","중랑구"
432.674508908455,2023-05-05,"14","강남구"
122.192677278319,2023-05-05,"14","강동구"
95.4943981521078,2023-05-05,"14","강북구"
200.407212005914,2023-05-05,"14","강서구"
268.727167453379,2023-05-05,"14","관악구"
130.795357703017,2023-05-05,"14","광진구"
115.419262900189,2023-05-05,"14","구로구"
98.4990492511444,2023-05-05,"14","금천구"
141.640011880023,2023-05-05,"14","노원구"
80.4863154547023,2023-05-05,"14","도봉구"
139.30549072275,2023-05-05,"14","동대문구"
138.354848449949,2023-05-05,"14","동작구"
230.352445350183,2023-05-05,"14","마포구"
138.892775801727,2023-05-05,"14","서대문구"
190.387844928204,2023-05-05,"14","서초구"
130.882944081024,2023-05-05,"14","성동구"
