"Group.1","Group.2","x"
"21","노원구",17.0015339704293
"22","노원구",17.5104443305953
"23","노원구",16.9994557952814
"24","노원구",16.9256261105789
"25","노원구",13.9494816971069
"9","도봉구",14.5673927108036
"10","도봉구",15.0445739573932
"11","도봉구",17.9306078405174
"12","도봉구",20.0009165134959
"13","도봉구",20.0703192004491
"14","도봉구",18.7739077813475
"15","도봉구",16.6228190675345
"16","도봉구",17.4779006916149
"17","도봉구",20.6568759236499
"18","도봉구",22.4317831819344
"19","도봉구",17.5974975935321
"20","도봉구",16.4761306491985
"21","도봉구",17.4895015405984
"22","도봉구",15.6406301308048
"23","도봉구",14.3422139557293
"24","도봉구",14.6820833988799
"25","도봉구",14.8278541874286
"9","동대문구",13.7885270143072
"10","동대문구",17.339941059344
"11","동대문구",20.8300290131958
"12","동대문구",26.4702986993498
"13","동대문구",23.0367250156179
"14","동대문구",21.1696898492942
"15","동대문구",18.3606732480748
"16","동대문구",19.8632104959012
"17","동대문구",22.7023201991787
"18","동대문구",22.7895271272487
"19","동대문구",21.6819128470066
"20","동대문구",19.8312448808255
"21","동대문구",15.4670298527224
"22","동대문구",14.9280887456835
"23","동대문구",15.5131377788321
"24","동대문구",15.7084187588398
"25","동대문구",14.133010380315
"9","동작구",14.20216729192
"10","동작구",16.5340533021013
"11","동작구",21.0006100625556
"12","동작구",26.0838584432515
"13","동작구",25.2686831325482
"14","동작구",23.0589376485534
"15","동작구",19.9220307279382
"16","동작구",20.9018444422204
"17","동작구",26.8307410296801
"18","동작구",29.6598462730007
"19","동작구",26.6378542936065
"20","동작구",22.1464432297133
"21","동작구",19.258553773132
"22","동작구",16.7241535576414
"23","동작구",14.9735713806149
"24","동작구",14.6016460293192
"25","동작구",15.3733992471253
"9","마포구",16.7796786226674
"10","마포구",18.8086098853006
"11","마포구",32.2933612743424
"12","마포구",34.9984616078226
"13","마포구",30.3673673097388
"14","마포구",25.9724023688029
"15","마포구",24.3322613033657
"16","마포구",27.8760304097189
"17","마포구",32.2671966683299
"18","마포구",34.6654544754459
"19","마포구",36.5384069856026
"20","마포구",27.6392777282318
"21","마포구",21.1139704651338
"22","마포구",19.9101127673243
"23","마포구",18.5130066066355
"24","마포구",20.1701897384321
"25","마포구",18.5064504159101
"9","서대문구",13.9568363147684
"10","서대문구",15.5605914228985
"11","서대문구",19.8635837093156
"12","서대문구",23.3872523124871
"13","서대문구",23.7027207839948
"14","서대문구",20.8812866428542
"15","서대문구",18.5356362207163
"16","서대문구",18.1976952534491
"17","서대문구",20.1941010473593
"18","서대문구",23.2406380848821
"19","서대문구",22.9400297227207
"20","서대문구",18.6962686609869
"21","서대문구",16.068020940262
"22","서대문구",15.6760920418298
"23","서대문구",15.3799589787963
"24","서대문구",16.2656839952937
"25","서대문구",14.4820020782714
"9","서초구",14.9068024247686
"10","서초구",22.7502754551405
"11","서초구",36.3903690583323
"12","서초구",34.2231025011886
"13","서초구",27.7874773548246
"14","서초구",20.0307429011792
"15","서초구",19.3492217256571
"16","서초구",20.7865425417032
"17","서초구",25.2658718291491
"18","서초구",27.6548013381714
"19","서초구",29.479845928069
"20","서초구",20.8461681648781
"21","서초구",17.3817856002949
"22","서초구",18.9747876926752
"23","서초구",15.8156744258307
"24","서초구",16.5798895778237
"25","서초구",15.3722540160009
"9","성동구",14.6114308215635
"10","성동구",14.7748744444444
"11","성동구",20.58683872338
"12","성동구",23.8630453991687
"13","성동구",21.4210636634887
"14","성동구",17.7594240895652
"15","성동구",15.714995327197
"16","성동구",19.8019218395172
"17","성동구",21.3933619065448
"18","성동구",26.0284139135573
"19","성동구",25.4638550290737
"20","성동구",20.5761929910082
"21","성동구",16.2418097359308
"22","성동구",16.114714725011
"23","성동구",15.732077419573
"24","성동구",14.1461604196053
"25","성동구",15.0841601300329
"9","성북구",14.4271261938616
"10","성북구",17.2574773835208
"11","성북구",25.0415807118129
"12","성북구",31.3320719676409
"13","성북구",27.6242376113209
"14","성북구",22.1585013674313
"15","성북구",20.1362722516771
"16","성북구",21.5972132496007
"17","성북구",23.5770280824371
"18","성북구",29.3033260880625
"19","성북구",25.2269980650079
"20","성북구",20.2254844981058
"21","성북구",18.2868757215331
"22","성북구",17.7844580810828
"23","성북구",17.1759694283907
"24","성북구",17.0418092421843
"25","성북구",15.5164187254162
"9","송파구",17.1013067686524
"10","송파구",22.0745366223939
"11","송파구",37.0143644983872
"12","송파구",43.7608968285717
"13","송파구",42.5928421009581
"14","송파구",32.2337483178552
"15","송파구",29.9867353848376
"16","송파구",32.5773318848894
"17","송파구",43.0495637330199
"18","송파구",46.0406060251079
"19","송파구",48.2166565866567
"20","송파구",34.4858606290644
"21","송파구",26.5763581610512
"22","송파구",23.445745176205
"23","송파구",20.4557956735714
"24","송파구",20.4441374755678
"25","송파구",17.6470807434983
"9","양천구",14.0055668644439
"10","양천구",17.9161223249805
"11","양천구",28.635637702693
"12","양천구",32.8275505563864
"13","양천구",27.9916944207236
"14","양천구",20.4322053330032
"15","양천구",17.3594523398429
"16","양천구",19.5773516087305
"17","양천구",26.8262838585664
"18","양천구",29.0710770575835
"19","양천구",24.7583509416556
"20","양천구",20.236039972582
"21","양천구",19.0692765616962
"22","양천구",17.2335807191652
"23","양천구",17.0931562377869
"24","양천구",15.647224735178
"25","양천구",14.377400932918
"9","영등포구",15.6852080093689
"10","영등포구",20.1540623480085
"11","영등포구",26.5585003777943
"12","영등포구",29.0262113906537
"13","영등포구",30.4469535517405
"14","영등포구",25.5612907558966
"15","영등포구",22.7036724026676
"16","영등포구",26.1402560978049
"17","영등포구",28.3994978637536
"18","영등포구",31.8303212337682
"19","영등포구",35.5433914403039
"20","영등포구",27.7078055041897
"21","영등포구",20.6366853353573
"22","영등포구",18.7525200318704
"23","영등포구",18.9161464036917
"24","영등포구",17.1167322876537
"25","영등포구",15.172549616166
"9","용산구",13.5789410404229
"10","용산구",14.4829094983521
"11","용산구",16.9483784852178
"12","용산구",19.5052284717742
"13","용산구",19.0819321006883
"14","용산구",19.2220827342202
"15","용산구",17.4695741288495
"16","용산구",19.3282543612063
"17","용산구",19.8664825543518
"18","용산구",20.3539206915062
"19","용산구",23.0025870369804
"20","용산구",18.4642061904994
"21","용산구",14.4850742777652
"22","용산구",15.449306006481
"23","용산구",14.4858384347384
"24","용산구",15.3645722914379
"25","용산구",13.9443439203597
"9","은평구",14.4435704435084
"10","은평구",17.2744346298658
"11","은평구",22.0272059514152
"12","은평구",26.1329959181944
"13","은평구",25.0338608351405
"14","은평구",19.7658619769177
"15","은평구",19.3869537817905
"16","은평구",21.8795475654057
"17","은평구",25.7330354906645
"18","은평구",28.3238399430068
"19","은평구",24.3450405266229
"20","은평구",18.058682217971
"21","은평구",17.2992831590215
"22","은평구",16.9699809079803
"23","은평구",15.0070744565542
"24","은평구",15.6490384311741
"25","은평구",14.5667023756459
"9","종로구",14.2668559235092
"10","종로구",17.5819582758066
"11","종로구",21.5177459574439
"12","종로구",18.7911735955335
"13","종로구",16.6503163199969
"14","종로구",15.1471795145665
"15","종로구",15.5000376948237
"16","종로구",15.8238166094113
"17","종로구",16.8293453840161
"18","종로구",20.3851980564862
"19","종로구",18.3938402920052
"20","종로구",16.8861710962746
"21","종로구",14.447429164399
"22","종로구",14.5120042296829
"23","종로구",14.1926312397255
"24","종로구",13.9793280424048
"25","종로구",15.2913072481436
"9","중구",14.0298424740831
"10","중구",16.9475510449382
"11","중구",26.4212862568623
"12","중구",18.2564157355808
"13","중구",15.8325128063189
"14","중구",15.0298631818763
"15","중구",13.6343623777645
"16","중구",15.5180152584534
"17","중구",18.5204057573651
"18","중구",21.8344366226425
"19","중구",20.6920902539713
"20","중구",16.2486618108103
"21","중구",14.9483860472305
"22","중구",14.4353534961737
"23","중구",14.250629500084
"24","중구",14.0107795114214
"25","중구",14.0008360637374
"9","중랑구",14.4275869393773
"10","중랑구",16.2427505021507
"11","중랑구",17.8898473479329
"12","중랑구",21.7015505791612
"13","중랑구",21.2165048310859
"14","중랑구",18.9075596298489
"15","중랑구",16.8164996277929
"16","중랑구",17.3416544424689
"17","중랑구",21.1954640288637
"18","중랑구",20.8025984154965
"19","중랑구",18.8623666348267
"20","중랑구",16.4948330546358
"21","중랑구",14.5765147385983
"22","중랑구",16.8004481540094
"23","중랑구",15.0846238040492
"24","중랑구",15.0463172051714
"25","중랑구",14.5428476925808
